str_no_string|NO STRING!
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding|{s9} is now betrothed to {s11}. Soon, we believe, there shall be a wedding!
str_i_have_not_heard_any_news_about_her|I have not heard any news about her.
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits|They say that {s9} has shown favor to {s11}. Perhaps it will not be long until they are betrothed -- if her family permits.
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11|They say that {s9} has been forced by her family into betrothal with {s11}.
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed|They say that {s9} has agreed to {s11}'s suit, and the two are now betrothed.
str_they_say_that_s9_under_pressure_from_her_family_has_agreed_to_betrothal_with_s11|They say that {s9}, under pressure from her family, has agreed to betrothal with {s11}.
str_they_say_that_s9_has_refused_s11s_suit|They say that {s9} has refused {s11}'s suit.
str_they_say_that_s11_has_tired_of_pursuing_s9|They say that {s11} has tired of pursuing {s9}.
str_they_say_that_s9s_family_has_forced_her_to_renounce_s11_whom_she_much_loved|They say that {s9}'s family has forced her to renounce {s11}, whom she much loved.
str_they_say_that_s9_has_run_away_with_s11_causing_her_family_much_grievance|They say that {s9} has run away with {s11}, causing her family much grievance.
str_they_say_that_s9_and_s11_have_wed|They say that {s9} and {s11} have wed.
str_they_say_that_s9_was_recently_visited_by_s11_who_knows_where_that_might_lead|They say that {s9} was recently visited by {s11}. Who knows where that might lead!
str_there_is_not_much_to_tell_but_it_is_still_early_in_the_season|There is not much to tell, but it is still early in the season
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end_|{s12}There is a feast of the {s3} in progress at {s4}, but it has been going on for a couple of days and is about to end. 
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_should_last_for_at_least_another_day_|{s12}There is a feast of the {s3} in progress at {s4}, which should last for at least another day. 
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_has_only_just_begun_|{s12}There is a feast of the {s3} in progress at {s4}, which has only just begun. 
str_not_at_this_time_no|Not at this time, no.
str_s12the_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen_so_they_represent_an_excellent_opportunity_to_make_a_ladys_acquaintance|{s12}The great lords bring their daughters and sisters to these occasions to see and be seen, so they represent an excellent opportunity to make a lady's acquaintance.
str_you_will_not_be_disappointed_sirmadam_you_will_not_find_better_warriors_in_all_calradia|You will not be disappointed {sir/madam}. You will not find better soldiers in all France.
str_your_excellency|your excellency
str_s10_and_s11|{s10} and {s11}
str_your_loyal_subjects|your loyal subjects
str_loyal_subjects_of_s10|loyal subjects of {s10}
str_the|the
str_we|we
str_track_down_s7_and_defeat_him_defusing_calls_for_war_within_the_s11|Track down {s7} and defeat him, defusing calls for war within the {s11}.
str_track_down_the_s9_who_attacked_travellers_near_s8_then_report_back_to_the_town|Track down the {s9} who attacked travellers near {s8}, then report back to the town.
str_do_you_wish_to_award_it_to_one_of_your_vassals|Do you wish to award it to one of your vassals?
str_who_do_you_wish_to_give_it_to|Who do you wish to give it to?
str_sire_my_lady_we_have_taken_s1_s2|{Sire/My lady}, we have taken {s1}. {s2}
str_s12i_want_to_have_s1_for_myself|{s12}I want to have {s1} for myself. {s2}
str_fiefs_s0|(fiefs: {s0})
str_production_setting_buy_from_market|We are buying raw materials from the market.
str_production_setting_buy_from_inventory|We are only using the raw materials in our inventory.
str_production_setting_produce_to_inventory|We are putting our output into the inventory.
str_production_setting_produce_to_market|We are selling our output directly into the inventory.
str_feast_quest_expired|You were unable to hold a feast as planned. Most likely, major faction campaigns or other events intervened. You may attempt to hold the feast again, if you wish.
str_whereabouts_unknown|Whereabouts unknown.
str_mulberry_groves|acres of mulberry groves
str_olive_groves|acres of olive groves
str_acres_flax|acres of flax fields
str_enterprise_enemy_realm|{Sir/Madame}, you are an enemy of this realm. We cannot allow you to buy land here.
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12|You intend to privately denounce {s14} to {s13} on behalf of {s12}
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14|You intend to openly denounce {s14} to his face, on behalf of {s12}
str_you_intend_to_bring_gift_for_s14|You intend to bring velvet and furs to {s12}. Then, speak to {s14}, to see if {s12} was able to arrange a reconciliation.
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective|We will gather the army, but not ride forth until we have an objective.
str_we_shall_lay_siege_to_an_easy_fortress_to_capture|We are concentrating out forces on their most vulnerable fortress.
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14|We intend to strike a blow which will do them the greatest damage.
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible|We aim to take a fortress which is easy for us to defend.
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle|We leave a fiery trail through their richest lands to draw them out to battle.
str_strategy_criticism_rash|I believe that this strategy is rash, and needlessly exposes our forces to danger.
str_strategy_criticism_cautious|I believe that this strategy is overly cautious, and will see our army melt away from boredom without us achieving any successes.
str_tavernkeeper_invalid_quest| had some sort of business going on, but I'm having trouble remembering the details.
str_faction_title_male_player|Lord {s0}
str_faction_title_male_1|Sir {s0}
str_faction_title_male_2|Sir {s0}
str_faction_title_male_3|Sir {s0}
str_faction_title_male_4|Jarl {s0}
str_faction_title_male_5|Sir {s0}
str_faction_title_male_6|Emir {s0}
str_faction_title_female_player|Lady {s0}
str_faction_title_female_1|Lady {s0}
str_faction_title_female_2|Lady {s0}
str_faction_title_female_3|{s0} Hatun
str_faction_title_female_4|Lady {s0}
str_faction_title_female_5|Lady {s0}
str_faction_title_female_6|Sayeda {s0}
str_name_kingdom_text|What will be the name of your kingdom?
str_default_kingdom_name|{s0}'s Kingdom
str_lord_defects_ordinary|Lord Defects^^{s1} has renounced {reg4?her:his} allegiance to the {s3}, and joined the {s2}
str_lord_defects_player|Lord Defects^^{s1} has renounced {reg4?her:his} allegiance to the {s3}. He has tentatively joined your kingdom. You may go to your court to receive a pledge, if you wish.
str_lord_defects_player_faction|Lord Defects^^{s1} has renounced {reg4?her:his} allegiance to the {s3}. He has tentatively joined your kingdom. You may go to your court to receive a pledge, if you wish.
str_lord_indicted_player_faction|By order of {s6}, {s4} of the {s5} has been indicted for treason. The lord has been stripped of all {reg4?her:his} properties, and has fled for {reg4?her:his} life. He wishes to join your kingdom. You may find him in your court to receive {reg?her:his} allegiance, if you wish it.
str_lord_indicted_dialog_approach|Greetings, {my lord/my lady}. You may have heard of my ill treatment at the hands of {s10}. You have a reputation as one who treats {his/her} vassals well, and if you will have me, I would be honored to pledge myself as your vassal.
str_lord_indicted_dialog_approach_yes|And I would be honored to accept your pledge.
str_lord_indicted_dialog_approach_no|I'm sorry. Your service is not required.
str_lord_indicted_dialog_rejected|Indeed? Well, perhaps your reputation is misleading. Good day, {my lord/my lady} -- I go to see if another ruler in France is more appreciative of my talents.
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home| has been worried about bandits establishing a hideout in his area.
str_bandit_lair_quest_description|Find and destroy the {s9}, and report back to {s11}.
str_bandit_hideout_preattack|You approach the hideout. The {s4} don't appear to have spotted you yet, and you could still sneak away unnoticed. The difficult approach to the site -- {s5} -- means that only a handful of troops in your party will be able to join the attack, and they will be unable to bring their horses. If your initial attack fails, the {s4} will easily be able to make their escape and disperse. Do you wish to attack the hideout, or wait for another occasion?
str_bandit_hideout_failure|The {s4} beat back your attack. You regroup, and advance again to find that they have dispersed and vanished into the surrounding countryside, where no doubt they will continue to threaten travellers.
str_bandit_hideout_success|With their retreat cut off, the {s4} fall one by one to your determined attack. Their hideout, and their ill-gotten gains, as now yours.
str_bandit_approach_defile|down a narrow defile
str_bandit_approach_swamp|through a pine swamp
str_bandit_approach_thickets|through a series of dense thickets
str_bandit_approach_cliffs|up a path along the side of a cliff
str_bandit_approach_cove|down a stream bed cutting through the sea-cliffs
str_political_explanation_lord_lacks_center|In this case, the fief should go to a lord who has no land and no income.
str_political_explanation_lord_took_center|In this case, the fortress should go to the one who captured it.
str_political_explanation_most_deserving_friend|In this case, I looked to my close friends and companions, and decided to give the fief to the most deserving.
str_political_explanation_most_deserving_in_faction|In this case, I looked to all the lords of the realm, and decided to give the fief to the most deserving.
str_political_explanation_self|In the absence of any clear other candidate, I nominate myself.
str_political_explanation_marshal|I chose the most valiant of our nobles, whom I trust, and whose name is not currently tainted by controversy.
str_prisoner_at_large|large, after the captors were defeated in battle. I expect your friend will resurface shortly.
str_quick_battle_scene_1|Farmhouse
str_quick_battle_scene_2|Oasis
str_quick_battle_scene_3|Tulbuk's Pass
str_quick_battle_scene_4|Haima Castle
str_quick_battle_scene_5|Ulbas Castle
str_quick_battle_troop_1|There is a reason no one goes about the cities without armed guards once the sun sets, and that reason is Rodrigo de Braganca. Once a bright eyed merchant who arrived at Tihr with a small fortune in rubies and a dream to corner the velvet market, he was soon reduced to a pauper, having lost everything to cut-throat competition with the colluding Rhodok merchant guilds. But he soon turned measuring scales into swords, and applied his considerable business smarts into building up the deadliest criminal enterprise in Veluca, with hideouts and operations in every major town. He has attained his goal, for the price on his head is greater than the riches he once pursued. Now he takes great pleasure in relieving his former competitors of their worldly goods -— and worries.
str_quick_battle_troop_2|Usiatra usurped leadership of the group of bandits that occupied Siri, a rural village in the southern deserts outside the realm of Calradia, in a curt and bloody fashion when she was seventeen years old. Under her direction, the band of ruffians quickly expanded their operations across the southlands. Her shrewd, decisive manner, combined with her merciless ambition which she acts upon with inhuman composure and cruelty, garners fanatic admiration from those that follow her. As such, amongst her own she lives a decadent, spoilt lifestyle -- built upon the violent plundering she exacts in her travels. Her military strength and natural strategic wit allowed her outfit to remain undealt with in her homeland, and now she turns her eye towards the rich lands of Calradia to sustain her war band.
str_quick_battle_troop_3|The second son of a minor noble living near Uxkhal, Hegen was educated in the art of war and single combat. After being knighted he served as a paid knight in the army of the lord of Uxkhal and fought against the Vaegirs before leading a group of outriders that defeated a Khergit raid near Amere. The ensuing counter raid and the following two campaigns earned him glory and fame as a warrior. Unfortunately, he lost any chance of further prestige when peace was declared and he was discharged. With no hope of inheriting and his skills at war languishing in peace, he assembled other young warriors and set out as a mercenary captain. He now hopes to take advantage of the fact that Calradia never lacks warring states in need of mercenaries.
str_quick_battle_troop_4|Konrad is a professional mercenary from the distant land of Balion, far beyond the vast western ocean. Having spent most of his years on campaign and seen countless battles, Konrad has grown to love his life as a soldier of fortune. Though he once had his nose flattened by a mace blow and has received many wounds, he has nevertheless survived this harsh existence through the strength of his arm, innate cunning and pure luck. Hearing of the lucrative career opportunities awaiting a man of his talents in Calradia, Konrad chartered a vessel and crossed the sea with his men in search of new wars to fight in. A sellsword with no ties to any of the Calradian states, he is more than happy to offer his services to any lord with a fat enough coin-purse.
str_quick_battle_troop_5|Sverre is one of the so-called sea raiders -- freebooters and lawless men from the icy realm of Jumne beyond the North Sea, also said to be the ancestral home of the Nords. Already as a young man he has been along on many raids against both his distant cousins in the Wercheg region and the Vaegirs. However, Sverre was always a sharp lad, and it didn't take him long to see that Calradia was a far more prosperous land than his own, and that he could have a better life here than among his own people. During a raid on Jayek, Sverre stole away while his comrades were busy looting the village and taking captives. Passing himself off as a yokel from the Chalbek mountains, Sverre quickly built up a reputation for himself as a fierce fighter, and he now seeks his fortune at the head of a mercenary band.
str_quick_battle_troop_6|Hailing from Charnye, in the far reaches of the Vaegir tundra, Borislav is a hunter. For all of his life he has tracked the beasts of the wild for their meat and fur, living off the land just as his forefathers had done in happier days, before the endless wars. Now, the game is quick to take fright from the constant sounds of battle, and the wanton slaughter of animals by soldiers has left empty those forests that have not been burnt down. Facing starvation, Borislav chose to turn his great skill with bow and spear, learned from hunting stag, wolf, and bear, to the practice of hunting men, and his steady hand and keen eye have claimed many lives. Borislav does not care much for the disputes of kingdoms, and is only really interested in keeping himself and his men fed.
str_quick_battle_troop_7|Stavros was born in the independent city-state of Zendar, and spent much of his adult life serving in the town watch under the famous constable Hareck. Stavros' leadership and prowess were instrumental in ridding the area of the dreaded river pirates, but even he was powerless against the calamity that befell the city. When Zendar was razed to the ground by a great horde of sea raiders, Stavros fled the burning city in a crowd of refugees. After a brief period of wandering and odd jobs, he found a place in a mercenary company, eventually rising to become its leader due to his dedication and tactical aptitude. He now devotes most of his efforts to working with manhunters and local authorities against the sea raiders and other outlaws, trying to keep the land safe for travellers.
str_quick_battle_troop_8|Growing up with one of the nomadic tribes deep in the desert beyond Sarranid lands, Gamara learned early on how to hunt with sling and spear. However, the simple life and pitiless conditions in the desert did not satisfy her, and she burned with a desire to see the great world beyond that she had heard so many wondrous tales about. Life is not easy for an adventuring young woman, and Gamara had to learn the ways of Calradia quickly. Taking the weapons and armor of a soldier who had attacked her after a dispute, Gamara now hides her beauty under thick Sarranid garb, and many never even suspect she is a woman –- certainly as a force on the battlefield she is as dangerous as any man. She has gathered about her a group of followers, and together they wander the war-torn land in search of glory.
str_quick_battle_troop_9|Aethrod is not a noble person. He's changed his name twice, and is blamed for most of the crimes on Vaegir territory. True or not, he claims to never have taken an innocent man's life, and considers himself a patriotic citizen, several times bringing his band or renegades to the assistance of his faction, when it is threatened. In times of peace, however, most lords must be careful when he is in the vicinity due to his daring personality and willingness to challenge a lord. Born and raised in the slums of Reyvadin, he learned how to use a bow at an early age and ran away from home a fourteen. Now at thirty two, his archery skills are near perfect and though he can't ride a horse well, he can hit one at the furthest of distances. Tough as nails and sharp as a hawk, he is a true local legend.
str_quick_battle_troop_10|Being the daughter of one of the most infamous bandit leaders in the Sarranid realm isn't always easy, but Zaira seems to have managed quite well. Unlike most women she grew up learning the ways of the desert warrior and is deadly with the sword as well as the bow. While the other girls her age learned how to manage the household, Zaira learned how to best gut a merchant before taking his money. At the age of sixteen Zaira had killed more men than the average veteran in the Sultan's army. Just before her twentieth brithday her father was killed in brawl with another bandit leader. As the only child, Zaira now took control of her father's band. After avenging her father, she quickly picked up where he had left. Now she's on a good way of establishing her own reputation has a bandit leader.
str_quick_battle_troop_11|Argo Sendnar had quite a diversified life. When he arrived at Calradia, working as a trader, he hoped for more income than in Lokti. Little did he know, that the war-torn Calradia was a wasps' nest for bandits and cut-throats that made trading a lot more complicated than in Lokti. Being bought out by another competing trader, after losing all his goods and money due to caravan raids, he was forced to serve as a caravan guard to make a living. Despite his pathetic fighting skills, he soon found an employment on one of the more dangerous routes through Calradia. Due to sheer luck he managed to stay alive long enough to aquire enough combat experience and money to start his own business as a caravan master, offering his services to traders in need of defense for their goods.
str_tutorial_training_ground_intro_message|Walk around the training field and speak with the fighters to practice various aspects of Mount&Blade combat. You can use ASDW keys to move around. To talk to a character, approach him until his name appears on your screen, and then press the F key. You can also use the F key to pick up items, open doors and interact with objects. Press the Tab key to exit the tutorial any time you like.
str_map_basic|Map
str_game_type_basic|Game Type
str_battle|Battle
str_siege_offense|Siege (Offense)
str_siege_defense|Siege (Defense)
str_character|Character
str_biography|Background
str_player|Player
str_enemy|Enemy
str_faction|Faction
str_army_composition|Army Composition
str_army_size|Army Size
str_reg0_men|{reg0} men
str_start|Start
str_i_need_to_raise_some_men_before_attempting_anything_else|I need to raise some men before attempting anything else
str_we_are_currently_at_peace|We are currently at peace.
str_the_marshalship|the marshalship
str_you|you
str_myself|myself
str_my_friend_s15|my friend {s15}
str_custom_battle|Custom Battle
str_comment_intro_liege_affiliated_to_player|I am told that you would dispute my claim to the crown of France. Needless to say, I am not pleased by this news. However, we may still talk.
str_s21_the_s8_declared_war_out_of_personal_enmity|{s21} The {s8} declared war out of personal enmity
str_s21_the_s8_declared_war_in_response_to_border_provocations|{s21} The {s8} declared war in response to border provocations
str_s21_the_s8_declared_war_to_curb_the_other_realms_power|{s21} The {s8} declared war to curb the other realm's power
str_s21_the_s8_declared_war_to_regain_lost_territory|{s21} The {s8} declared war to regain lost territory
str__family_|^Family: 
str_we_are_conducting_recce|We will first scout the area, and then decide what to do.
str_s49_s12_s11_end|{s49} {s12} ({s11}).
str_center_party_not_active|is not our target, because we don't have a leader who has taken the field.
str_center_is_friendly|is not our enemy.
str_center_is_already_besieged|is already under siege.
str_center_is_looted_or_raided_already|is already been laid waste.
str_center_marshal_does_not_want_to_attack_innocents|is inhabited by common folk, who would suffer the most if the land is laid waste.
str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere|is already under siege, so it would be a mistake to move elsewhere.
str_center_we_are_already_here_we_should_at_least_loot_the_village|is close at hand, we should take hold of its wealth and lay waste to the rest.
str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close|NOT USED
str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter|is too far away, even to reconnoiter.
str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter|is too far away, even to reconnoiter.
str_center_far_away_reason|{s6} is further than {s5} to our centers, therefore it will be harder for us to protect after taking it.
str_center_closer_but_this_is_not_enought|{s6} is closer than {s5} to our borders, but because of other reasons we are not attacking {s6} for now.
str_center_protected_by_enemy_army_aggressive|is protected by enemy forces, which we believe to be substantially stronger than our own.
str_center_protected_by_enemy_army_cautious|is protected by an enemy army, which we believe to be too strong to engage with confidence of victory.
str_center_cautious_marshal_believes_center_too_difficult_to_capture|would require a bloody and risky siege.
str_center_even_aggressive_marshal_believes_center_too_difficult_to_capture|is too heavily defended to capture.
str_center_value_outweighed_by_difficulty_of_capture|is not of sufficient value to justify the difficulty of attacking it
str_center_value_justifies_the_difficulty_of_capture|can be taken, and is of sufficient value to justify an attack.
str_center_is_indefensible|is too far away from our other fortresses to be defended.
str_we_are_waiting_for_selection_of_marshal|We are waiting for the selection of a marshal
str_best_to_attack_the_enemy_lands|Given the size of our forces, we believe the best approach is to attack the enemy's lands.
str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it|We believe the fortress will be worth the effort to take it.
str_we_will_gather_to_defend_the_beleaguered_fortress|We will gather to defend the beleaguered fortress
str_the_enemy_temporarily_has_the_field|The enemy temporarily has the field, and we should seek refuge until the storm passes
str_center_has_not_been_scouted|has not been recently scouted by our forces, but we can go there, and decide what to do when we get close.
str_we_have_assembled_some_vassals|We have assembled some of the vassals, but we will wait until we have more before venturing into enemy territory.
str_we_are_waiting_here_for_vassals|We are waiting for the vassals to join us.
str_we_are_travelling_to_s11_for_vassals|We are travelling to {s11}, so that the vassals may more easily join our host before we ride forth.
str_center_strength_not_scouted|We have not scouted it recently, and do not know how strongly it is defended
str_center_strength_strongly_defended|We believe it to be strongly defended
str_center_strength_moderately_defended|We believe it to be moderately well defended
str_center_strength_weakly_defended|We believe it to be weakly defended
str_center_distant_from_concentration|is close to us than it is to the main enemy army, which we have located. It could be attacked and destroyed before they are able to respond
str_plus|+
str_minus|-
str_tutorial_training_ground_warning_no_weapon|Hey, don't you think you need some sort of weapon before we try that? There should be some spare weapons over there. Just go pick one up.
str_tutorial_training_ground_warning_shield|You need to put down your shield first. Scroll down with the mouse scroll-wheel to put down your shield.
str_tutorial_training_ground_warning_melee_with_parry|You need to wield a melee weapon for this exercise. 
str_tutorial_training_ground_warning_melee|Scroll up with your mouse wheel to equip a weapon. Scrolling up will equip next weapon while scrolling down will equip next shield.
str_tutorial_training_ground_attack_training|Number of successful attacks: {reg0} / 5^Number of unsuccessful attacks: {reg1}^{s0}
str_tutorial_training_ground_attack_training_down|Make a thrust attack! (Move your mouse down while pressing the left mouse button)
str_tutorial_training_ground_attack_training_up|Make an overhead attack! (Move your mouse up while pressing the left mouse button)
str_tutorial_training_ground_attack_training_left|Attack from left! (Move your mouse left while pressing the left mouse button)
str_tutorial_training_ground_attack_training_right|Attack from right! (Move your mouse right while pressing the left mouse button)
str_tutorial_training_ground_parry_training|Number of successful parries: {reg0} / 5
str_tutorial_training_ground_chamber_training|Number of successful chambering blocks: {reg0} / 5
str_tutorial_training_ground_archer_training|Number of nice shots: {reg0} / 3^{s0}
str_tutorial_training_ground_ammo_refill|Your missiles are refilled for the tutorial.
str_tutorial_training_ground_archer_text_1|Approach the {s0} and press F to pick it up.
str_tutorial_training_ground_archer_text_2|Shoot the targets now.
str_tutorial_training_ground_archer_text_3|The size of the targeting reticule indicates your accuracy. Press and hold down the left mouse button until the reticule shrinks down to its minimum size. Release the left mouse button when the reticule is at its smallest. If you wait too long the reticule will expand again.
str_tutorial_training_ground_archer_text_4|Press R to toggle first person view. First person view makes it easier to aim with ranged weapons.
str_tutorial_training_ground_archer_text_5|You have shot all the targets. Now talk to the trainer again.
str_tutorial_training_ground_horseman_text_1|Go near the {s0} and press F to pick it up.
str_tutorial_training_ground_horseman_text_2|Approach the horse and press F to mount.
str_tutorial_training_ground_horseman_text_3|Ride towards the next waypoint.
str_tutorial_training_ground_horseman_text_4|Strike the next dummy that has an arrow on top of it!
str_tutorial_training_ground_horseman_text_5|Shoot at the archery target that has an arrow on top of it!
str_tutorial_training_ground_horseman_text_6|You have finished the exercise successfully. Now go back to the trainer and talk to him.
str_the_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_s10_for_a_feast|The great lords of your kingdom plan to gather at your hall in {s10} for a feast
str_your_previous_court_some_time_ago|your previous court some time ago,
str_awaiting_the_capture_of_a_fortress_which_can_serve_as_your_court|awaiting the recapture of a fortress which can serve as your court.
str_but_if_this_goes_badly| I value your advice. But if this goes badly, I shall hold you responsible.
str_i_realize_that_you_are_on_good_terms_with_s4_but_we_ask_you_to_do_this_for_the_good_of_the_realm| I realize that you are on good terms with {s4}, but this is all for the good of the realm
str_i_realize_that_you_are_on_good_terms_with_s4_but_the_blow_will_hurt_him_more|I realize that you are on good terms with {s4} -- but this only means that your blow will hit him even harder!
str_killed_bandit_at_alley_fight|The holy man takes you to his house. Once inside, he stands by the door for a while checking the street, and then, finally convinced you have not been followed, comes near you to speak...
str_wounded_by_bandit_at_alley_fight|You are struck down. However, before you lose consciousness, you hear shouts and a rush of footfalls... You awake to find yourself indoors, weak but alive.
str_cannot_leave_now|Cannot leave now.
str_press_tab_to_exit_from_town|Press Tab to leave now. You can press Tab key to quickly exit any location in the game.
str_find_the_lair_near_s9_and_free_the_brother_of_the_prominent_s10_merchant|Find the bandit lair near {s9}, and free the brother of the {s10} merchant.
str_please_sir_my_lady_go_find_some_volunteers_i_do_not_know_how_much_time_we_have|{Sir/My lady} -- if you want to justify the trust which I have placed in you, then make a bit of haste. Go find some volunteers. I'm not sure how much time we have.
str_you_need_more_men_sir_my_lady|Look -- you need more men. Right now, you have only {reg0} in your party. If you attack them with too few men, you may find their hideout by getting yourself dragged up to it in fetters, and that's not the plan. Do not take that risk. Go out and visit some more villages to find more volunteers, and then you can start paying them back in their own coin.
str_good_you_have_enough_men|Good, good. You did well. You have enough men. Now, go and knock some of those robbers over the head, and make them tell you how to find their hideout.
str_do_not_waste_time_go_and_learn_where_my_brother_is|Look, {sir/my lady}. Time is at a bit of premium, here. Now, if you could go find out where they are hiding my brother, that would be appreciated.
str_start_up_quest_message_1|{s9} wants you to collect at least five men from nearby villages. After you collect these men, find and speak with him. He is in the tavern at {s1}
str_start_up_quest_message_2|Find and defeat a group of bandits lurking near {s9}, and learn where your employer's brother has been taken.
str_start_up_quest_message_3|Rescue the merchant's brother from the robber's hideout located near {s9}.
str_start_up_first_quest|You have taken your first quest. You may view your quest log by pressing 'Q' anytime in the game.
str_reason_1|Our current objective is of greater value.
str_reason_2|An attack on {s8} poses a greater danger to our realm.
str_reason_3|We believe that {s8} faces a more immediate threat
str_reason_4|It may be because of the size of the enemy forces in the area.
str_reason_5|I'm not sure.
str_reason_6|We do not know how strongly it is defended.
str_reason_7|We believe it to be strongly defended.
str_reason_8|We believe it to be moderately well defended.
str_reason_9|We believe it to be weakly defended.
str_has_decided_that_an_attack_on_|has decided that an attack on 
str_this_would_be_better_worth_the_effort|This would be better worth the effort, taking into consideration its value, and its distance, and the likely number of defenders.
str_has_decided_to_defend_|has decided to defend 
str_before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat_so_this_can_be_reason_marshall_choosed_defending_s4|Before going offensive we should protect our lands if there is any threat. So this can be reason marshall choosed defending {s4}.
str_are_you_all_right|Now... Let me explain my proposition
str_you_are_awake|Ah -- you're awake. It's good to see that you can still walk. You're lucky that we came along. I had been speaking with the watch, when we heard the sounds of a fight and ran to see what was happening. We didn't arrive in time to prevent you getting knocked down, but we may have saved you from getting your throat cut... Now... Maybe you can help me...
str_save_town_from_bandits|Save {s9} from bandits.
str_you_fought_well_at_town_fight_survived|Hah! Well done -- I saw at least three of the enemy go down before you. Keep fighting like that, and you'll make quite a name for yourself in this land. 
str_you_fought_normal_at_town_fight_survived|Well done! I hear you accounted for one or two of the bastards, and you're still on your feet. You can't ask for a better outcome of a battle than that...
str_you_fought_bad_at_town_fight_survived|Well, the enemy is in flight, and it looks like you're still on your feet. At the end of the day, that's all that's important in a battle.
str_you_fought_well_at_town_fight|Ah! You're awake. You took quite a blow, there. But good news! We defeated them -- and you did them some real damage before you went down. If you hadn't been here, it could have gone very baldy. I'm grateful to you...
str_you_wounded_at_town_fight|Ah! You're alive. That's a relief. You took quite a blow, there. I'm not sure that you got any of them yourself, but thankfully, the rest of us were able to beat them. We'll need to see about getting you some treatment.... 
str_you_fought_well_at_town_fight_survived_answer|Let every villain learn to fear the name {playername}!
str_you_fought_normal_at_town_fight_survived_answer|Ah, well, I'm proud to have done my bit along with the rest...
str_you_fought_bad_at_town_fight_survived_answer|Well, I was about to strike one down, but I slipped in some blood, you see...
str_you_fought_well_at_town_fight_answer|Ah well. I guess I don't mind a blow taken in a good cause.
str_you_wounded_at_town_fight_answer|Right. I suppose I should be more careful.
str_unfortunately_reg0_civilians_wounded_during_fight_more| Unfortunately, about {reg0} of my lads got themselves wounded. I should go look on on them.
str_unfortunately_reg0_civilians_wounded_during_fight| Unfortunately, one of my lads took a pretty nasty blow. I should go see how he is doing.
str_also_one_another_good_news_is_any_civilians_did_not_wounded_during_fight| Also, no one on our side was hurt very seriously. That's good news
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern|You leave the tavern and go out to the streets. Nervous looking young men are waiting in every street corner. You can see they have daggers and clubs concealed under their clothes, and catch a mixture of fear, anticipation and pride in the quick looks they throw at you as you pass by. Praying that your enemies have not been alarmed by this all too obvious bunch of plotters, you check your weapons for one last time and prepare yourself for the action ahead.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits|The remaining few bandits scatter off to the town's narrow alleys, only to be hunted down one by one by the angry townsfolk. Making sure that your victory is complete and all the wounded have been taken care of, you and the merchant head to his house to review the day's events.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits_you_wounded|You fall down with that last blow, unable to move and trying hard not to pass out. Soon the sounds of fighting filling the street gives way to the cheers of the townsmen and you realize with relief that your side won the day. Soon, friendly arms pick you up from the ground and you let yourself drift off to a blissful sleep. Hours later, you wake up in the merchants house.
str_journey_to_reyvadin|You have come across the choppy waters of the English Channel to Cean, in Northern France. The land about the English-held town looks well tended and peaceful, with the peasantry going about their daily labor. Yet here and there can be seen the burnt out shell of an old building, or a grassy ditch from siege-works of years ago. Grizzled men look up from hoe or scythe, bearing scars of a conflict old enough for tales but fresh enough for sorrows. As you enter Cean, a band of soldiers in gleaming harness laugh and jest as they ride out through the gate. There is war still, upon the air.
str_journey_to_praven|You joined with a band of pilgrims, although your intent may not have been as pure as theirs. Lands of scorching sun; green, sweet-scented vineyards; high castles on their hills or thick walls of towns. You have come by many ways to the city of Dijon, in the East of France. There may be a shrine here, but it is not what you have come to see. No, there is rumor of war on the sea-breezes. France has been sorely afflicted with peace since a certain treaty with the English throne, and you are here to have a say in the matter, one way or another.
