itm_no_item|OBJET INVALIDE
itm_kite_shield_spiral|Bouclier Cerf anglais
itm_kite_shield_spiral_pl|Boucliers Cerf anglais
itm_kite_shield_squares|Bouclier Cerf anglais
itm_kite_shield_squares_pl|Boucliers Cerf anglais
itm_war_shield3lys|Bouclier de guerre français
itm_war_shield3lys_pl|Boucliers de guerre français
itm_war_shieldhorses|Bouclier de guerre français
itm_war_shieldhorses_pl|Boucliers de guerre français
itm_war_shieldcross|Bouclier de guerre français
itm_war_shieldcross_pl|Boucliers de guerre français
itm_war_shieldeagle|Bouclier de guerre français
itm_war_shieldeagle_pl|Boucliers de guerre français
itm_war_shield3lions|Boucliers de guerre anglais
itm_war_shield3lions_pl|Boucliers de guerre anglais
itm_war_shieldtrees|Bouclier de guerre anglais
itm_war_shieldtrees_pl|Boucliers de guerre anglais
itm_war_shieldflowers|Bouclier de guerre anglais
itm_war_shieldflowers_pl|Boucliers de guerre anglais
itm_war_shieldwales|Bouclier de guerre Gallois
itm_war_shieldwales_pl|Boucliers de guerre Gallois
itm_battle_shieldbluecross|Bouclier de combat français
itm_battle_shieldbluecross_pl|Boucliers de combats français
itm_battle_shieldbluecrosses|Bouclier de combat français
itm_battle_shieldbluecrosses_pl|Boucliers de combats français
itm_battle_shieldbluefishes|Bouclier de combat français
itm_battle_shieldbluefishes_pl|Boucliers de combats français
itm_battle_shieldbluelysstripes|Bouclier de combat français
itm_battle_shieldbluelysstripes_pl|Boucliers de combats français
itm_battle_shieldredcross|Bouclier de combat anglais
itm_battle_shieldredcross_pl|Boucliers de combat anglais
itm_battle_shieldredcrosses|Bouclier de combat anglais
itm_battle_shieldredcrosses_pl|Boucliers de combat anglais
itm_battle_shieldreddiamonds|Bouclier de combat anglais
itm_battle_shieldreddiamonds_pl|Boucliers de combat anglais
itm_battle_shieldredlions|Bouclier de combat anglais
itm_battle_shieldredlions_pl|Boucliers de combats anglais
itm_heraldric_shieldblue3lys|Bouclier Heraldrique
itm_heraldric_shieldblue3lys_pl|Bouclier Heraldrique
itm_heraldric_shieldblueerminestripes|Bouclier Heraldrique français
itm_heraldric_shieldblueerminestripes_pl|Bouclier Heraldrique français
itm_heraldric_shieldbluelys|Bouclier Heraldrique français
itm_heraldric_shieldbluelys_pl|Bouclier Heraldrique français
itm_heraldric_shieldblueermine|Bouclier Heraldrique français
itm_heraldric_shieldblueermine_pl|Bouclier Heraldrique français
itm_heraldric_shieldred3lions|Bouclier Heraldrique anglais
itm_heraldric_shieldred3lions_pl|Bouclier Heraldrique anglais
itm_heraldric_shieldredstripes|Bouclier Heraldrique anglais
itm_heraldric_shieldredstripes_pl|Bouclier Heraldrique anglais
itm_heraldric_shieldredblack|Bouclier Heraldrique anglais
itm_heraldric_shieldredblack_pl|Bouclier Heraldrique anglais
itm_heraldric_shieldredlys|Bouclier Heraldrique anglais
itm_heraldric_shieldredlys_pl|Bouclier Heraldrique anglais
itm_heater_shieldblue|Écu français
itm_heater_shieldblue_pl|Écus français
itm_heater_shieldred|Écu anglais
itm_heater_shieldred_pl|Écus anglais
itm_heater_shieldnoble|Écu
itm_heater_shieldnoble_pl|Écus
itm_heater_shieldboar|Écu Sanglier
itm_heater_shieldboar_pl|Écus Sangliers
itm_heater_shieldblack|Écu Noir
itm_heater_shieldblack_pl|Écus Noirs
itm_heater_shieldgreen|Écu vert
itm_heater_shieldgreen_pl|Écus verts
itm_heater_shieldhorse|Écu à cheval
itm_heater_shieldhorse_pl|Écus à cheval
itm_heater_shieldhre|Écu
itm_heater_shieldhre_pl|ÉcuS
itm_shield_heater_c|Écu
itm_shield_heater_c_pl|Écus
itm_steel_buckler1|Acier Rondache
itm_steel_buckler1_pl|Acier Rondaches
itm_steel_buckler2|Acier Rondache
itm_steel_buckler2_pl|Acier Rondaches
itm_wooden_shield|Bouclier en bois 
itm_wooden_shield_pl|Boucliers en bois 
itm_nordic_shield|Bouclier nordique 
itm_nordic_shield_pl|Boucliers nordiques
itm_fur_covered_shield|Bouclier couvert de fourrure 
itm_fur_covered_shield_pl|Boucliers couverts de fourrure 
itm_steel_shield|Bouclier en acier
itm_steel_shield_pl|Boucliers en acier
itm_plate_covered_round_shield|Bouclier rond couvert de plates 
itm_plate_covered_round_shield_pl|Boucliers ronds couverts de plates 
itm_leather_covered_round_shield|Bouclier rond couvert de cuir 
itm_leather_covered_round_shield_pl|Boucliers ronds couverts de cuir 
itm_hide_covered_round_shield|Bouclier rond couvert de peau
itm_hide_covered_round_shield_pl|Boucliers ronds couverts de peau
itm_shield_heater_c|Écu
itm_shield_heater_c_pl|Écus
itm_norman_shield_1|Grand écu
itm_norman_shield_1_pl|Grands écus
itm_norman_shield_2|Grand écu
itm_norman_shield_2_pl|Grands écus
itm_norman_shield_3|Grand écu
itm_norman_shield_3_pl|Grands écus
itm_norman_shield_4|Grand écu
itm_norman_shield_4_pl|Grands écus
itm_norman_shield_5|Grand écu 
itm_norman_shield_5_pl|Grands écus
itm_norman_shield_6|Grand écu
itm_norman_shield_6_pl|Grands écus
itm_norman_shield_7|Grand écu
itm_norman_shield_7_pl|Grands écus
itm_norman_shield_8|Grand écu
itm_norman_shield_8_pl|Grands écus
itm_tab_shield_round_a|Vieux bouclier rond
itm_tab_shield_round_a_pl|Vieux boucliers ronds
itm_tab_shield_round_b|Bouclier rond simple 
itm_tab_shield_round_b_pl|Boucliers ronds simples
itm_tab_shield_round_c|Bouclier rond  
itm_tab_shield_round_c_pl|Boucliers ronds
itm_tab_shield_round_d|Lourd bouclier rond 
itm_tab_shield_round_d_pl|Lourds boucliers ronds
itm_tab_shield_round_e|Bouclier rond d'huscarl 
itm_tab_shield_round_e_pl|Boucliers ronds d'huscarl
itm_tab_shield_kite_a|Grand écu ancien 
itm_tab_shield_kite_a_pl|Grands écus anciens
itm_tab_shield_kite_b|Grand écu simple
itm_tab_shield_kite_b_pl|Grands écus simples
itm_tab_shield_kite_c|Grand écu
itm_tab_shield_kite_c_pl|Grands écus
itm_tab_shield_kite_d|Grand écu lourd
itm_tab_shield_kite_d_pl|Grands écus lourds
itm_tab_shield_kite_cav_a|Grand écu de cavalier 
itm_tab_shield_kite_cav_a_pl|Grands écus de cavalier 
itm_tab_shield_kite_cav_b|Grand écu de chevalier 
itm_tab_shield_kite_cav_b_pl|Grands écus de chevalier 
itm_tab_shield_heater_a|Vieil écu 
itm_tab_shield_heater_a_pl|Vieux écus
itm_tab_shield_heater_b|Écu simple
itm_tab_shield_heater_b_pl|Écus simples
itm_tab_shield_heater_c|Écu
itm_tab_shield_heater_c_pl|Écus
itm_tab_shield_heater_d|Écu lourd
itm_tab_shield_heater_d_pl|Écus lourds
itm_tab_shield_heater_cav_a|Écu de cavalier 
itm_tab_shield_heater_cav_a_pl|Écus de cavalier 
itm_tab_shield_heater_cav_b|Écu de chevalier
itm_tab_shield_heater_cav_b_pl|Écus de chevalier
itm_tab_shield_pavise_a|Vieux bouclier en planches 
itm_tab_shield_pavise_a_pl|Vieux boucliers en planches 
itm_tab_shield_pavise_b|Bouclier en planches simple 
itm_tab_shield_pavise_b_pl|Boucliers en planches simples
itm_tab_shield_pavise_c|Bouclier en planches 
itm_tab_shield_pavise_c_pl|Boucliers en planches 
itm_tab_shield_pavise_d|Lourd bouclier en planches 
itm_tab_shield_pavise_d_pl|Lourds boucliers en planches 
itm_tab_shield_small_round_a|Bouclier de cavalerie simple
itm_tab_shield_small_round_a_pl|Boucliers de cavalerie simples
itm_tab_shield_small_round_b|Bouclier rond de cavalerie
itm_tab_shield_small_round_b_pl|Boucliers ronds de cavalerie
itm_tab_shield_small_round_c|Bouclier de cavalerie d'élite
itm_tab_shield_small_round_c_pl|Boucliers de cavalerie d'élite
itm_darts|Flèche
itm_darts_pl|Flèches
itm_war_darts|Flèche de guerre
itm_war_darts_pl|Flèches de guerre
itm_javelin|Javelot
itm_javelin_pl|Javelots
itm_javelin_melee|Javelot
itm_javelin_melee_pl|Javelots
itm_throwing_spears|Lance de jet
itm_throwing_spears_pl|Lances de jet
itm_throwing_spear_melee|Lance de jet
itm_throwing_spear_melee_pl|Lances de jet
itm_jarid|Angon
itm_jarid_pl|Angons
itm_jarid_melee|Angon
itm_jarid_melee_pl|Angons
itm_stones|Pierres
itm_stones_pl|Pierres
itm_throwing_knives|Couteaux de jet 
itm_throwing_knives_pl|Couteaux de jet 
itm_throwing_daggers|Dagues de jet 
itm_throwing_daggers_pl|Dagues de jet 
itm_light_throwing_axes|Hache de jet légère
itm_light_throwing_axes_pl|Haches de jet légères
itm_light_throwing_axes_melee|Hache de jet légère
itm_light_throwing_axes_melee_pl|Haches de jet légères
itm_throwing_axes|Haches de jet 
itm_throwing_axes_pl|Haches de jet 
itm_throwing_axes_melee|Hache de jet
itm_throwing_axes_melee_pl|Haches de jet
itm_heavy_throwing_axes|Hache de jet lourde
itm_heavy_throwing_axes_pl|Haches de jet lourdes
itm_heavy_throwing_axes_melee|Hache de jet lourde
itm_heavy_throwing_axes_melee_pl|Haches de jet lourdes
itm_hunting_bow|Arc de chasseur 
itm_hunting_bow_pl|Arcs de chasseur 
itm_short_bow|Arc court 
itm_short_bow_pl|Arcs courts
itm_nomad_bow|Arc de nomade 
itm_nomad_bow_pl|Arcs de nomade 
itm_long_bow|Arc long 
itm_long_bow_pl|Arcs longs
itm_khergit_bow|Arc Wales
itm_khergit_bow_pl|Arcs Wales
itm_strong_bow|Arc puissant 
itm_strong_bow_pl|Arcs puissants
itm_war_bow|Arc de guerre 
itm_war_bow_pl|Arcs de guerre 
itm_hunting_crossbow|Arbalète de chasse
itm_hunting_crossbow_pl|Arbalètes de chasse
itm_light_crossbow|Arbalète légère
itm_light_crossbow_pl|Arbalètes légères
itm_crossbow|Arbalète
itm_crossbow_pl|Arbalètes
itm_heavy_crossbow|Arbalète lourde
itm_heavy_crossbow_pl|Arbalètes lourdes
itm_sniper_crossbow|Arbalète de siège 
itm_sniper_crossbow_pl|Arbalètes de siège 
itm_flintlock_pistol|Fusil à silex 
itm_flintlock_pistol_pl|Fusils à silex 
itm_torch|Torche
itm_torch_pl|Torches
itm_lyre_pl|Lyres
itm_lute|Luth
itm_lute_pl|Luths
itm_strange_armor|Armure étrange 
itm_strange_armor_pl|Armures étranges
itm_strange_boots|Bottes étranges 
itm_strange_boots_pl|Bottes étranges 
itm_strange_helmet|Casque étrange 
itm_strange_helmet_pl|Casques étranges
itm_strange_sword|Épée étrange 
itm_strange_sword_pl|Épées étranges
itm_strange_great_sword|Estramaçon étrange 
itm_strange_great_sword_pl|Estramaçons étranges
itm_strange_short_sword|Estramaçon étrange 
itm_strange_short_sword_pl|Estramaçons étranges
itm_court_dress|Robe courte 
itm_court_dress_pl|Robes courtes
itm_rich_outfit|Tenue de riche 
itm_rich_outfit_pl|Tenues de riche 
itm_khergit_guard_armor|Armure de garde Wales 
itm_khergit_guard_armor_pl|Armures de garde Wales 
itm_felt_steppe_cap|Bonnet de feutre des steppes 
itm_felt_steppe_cap_pl|Bonnets de feutre des steppes 
itm_khergit_war_helmet|Casque de guerre Wales 
itm_khergit_war_helmet_pl|Casques de guerre Wales 
itm_khergit_helmet|Casque Wales
itm_khergit_helmet_pl|Casques Wales
itm_khergit_guard_boots|Bottes de garde Wales 
itm_khergit_guard_boots_pl|Bottes de garde Wales 
itm_khergit_guard_helmet|Casque de garde Wales
itm_khergit_guard_helmet_pl|Casques de garde Wales
itm_khergit_cavalry_helmet|Casque de cavalerie Wales
itm_khergit_cavalry_helmet_pl|Casques de cavalerie Wales
itm_black_hood|Capuchon noir 
itm_black_hood_pl|Capuchons noirs
itm_light_leather|Cuir léger 
itm_light_leather_pl|Cuirs légers
itm_light_leather_boots|Bottes en cuir léger 
itm_light_leather_boots_pl|Bottes en cuir léger 
itm_mail_and_plate|Mailles et plates 
itm_mail_and_plate_pl|Mailles et plates 
itm_light_mail_and_plate|Mailles légères et plates 
itm_light_mail_and_plate_pl|Mailles légères et plates 
itm_byzantion_helmet_a|Casque byzantin 
itm_byzantion_helmet_a_pl|Casques byzantins
itm_magyar_helmet_a|Casque magyar
itm_magyar_helmet_a_pl|Casques magyars
itm_rus_helmet_a|Casque varègue 
itm_rus_helmet_a_pl|Casques varègues
itm_sipahi_helmet_a|Casque de sipahi 
itm_sipahi_helmet_a_pl|Casques de sipahi
itm_shahi|Shahi 
itm_shahi_pl|Shahis
itm_rabati|Rabati 
itm_rabati_pl|Rabatis
itm_tunic_with_green_cape|Tunique avec cape verte
itm_tunic_with_green_cape_pl|Tuniques avec cape verte
itm_keys|Trousseau de clés
itm_keys_pl|Trousseaux de clés
itm_bride_dress|Robe de mariée
itm_bride_dress_pl|Robes de mariée
itm_bride_crown|Couronne de fleurs
itm_bride_crown_pl|Couronnes de fleurs
itm_bride_shoes|Chaussures de mariée
itm_bride_shoes_pl|Chaussures de mariée
itm_practice_bow_2|Arc d'entraînement
itm_practice_bow_2_pl|Arcs d'entraînement
itm_practice_arrows_2|Flèche d'entraînement
itm_practice_arrows_2_pl|Flèches d'entraînement
itm_plate_boots|Bottes en plaques
itm_plate_boots_pl|Bottes en plaques
itm_mail_boots_for_tableau|Chaussures maillés
itm_mail_boots_for_tableau_pl|Chaussures maillés
itm_warhorse_sarranid|Cheval de guerre oriental
itm_warhorse_sarranid_pl|Chevax de guerre oriental
itm_warhorse_steppe|Cheval de batailles
itm_warhorse_steppe_pl|Chevax de batailles
itm_flamberge|Flamberge Zweihander
itm_flamberge_pl|Flamberge Zweihander
itm_chapel_de_fer|Chapelle de Fer
itm_chapel_de_fer_pl|Chapelle de Fer
itm_plate_mittens|moufles de Plates
itm_plate_mittens_pl|moufles de Plates
itm_bnw_gauntlets|Gantelets Noirs et blancs
itm_bnw_gauntlets_pl|Gantelets Noirs et blancs
itm_bear_paw_shoes|Patte d'ours
itm_bear_paw_shoes_pl|Patte d'ours
itm_combed_morion|Morion Peigné
itm_combed_morion_pl|Morions Peignés
itm_combed_morion_blued|Morion Peigné Bleu
itm_combed_morion_blued_pl|Morions Peignés Bleu 
itm_bnw_armour|Armure Noire et blanche 
itm_bnw_armour_pl|Armure Noire et blanche 
itm_bnw_armour|Armure Noire et blanche 
itm_bnw_armour_pl|Armure Noire et blanche 
itm_items_end|Fin des objets
itm_items_end_pl|Fin des objets
