str_no_string|NO STRING!
str_hello_playername|Bonjour, {playername}
str_ah_my_gentle_playername_how_much_good_it_does_my_heart_to_see_you_again|Ah, {mon cher/ma chère} {playername}. Quelle joie de vous revoir !
str_playername__i_am_so_glad_to_see_you_again_i_must_say_i_do_envy_your_freedom_to_ride_out_and_experience_the_world|{playername}, c'est pour moi un bonheur de vous revoir. Je dois avouer que j'envie votre liberté de parcourir le monde.
str_playername__i_am_so_glad_to_see_you_i_trust_that_you_have_been_behaving_honorably_since_last_we_met|{playername}, c'est pour moi un bonheur de vous voir. J'espère que vous avez eu un comportement honorable depuis notre dernière rencontre.
str_playername__i_am_so_glad_that_you_were_able_to_come|{playername}, quel plaisir que vous ayez pu venir !
str_i_do_enjoy_speaking_to_you_but_i_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_woman_to_spend_too_long_conversing_with_a_man_outside_her_family__although_the_heavens_know_its_never_the_man_who_is_held_to_blame_|J'aime beaucoup parler avec vous. Mais vous savez sûrement que chez nous, une femme ne doit pas discuter trop longtemps avec un homme qui n'est pas de sa famille... et ce n'est jamais l'homme qui est montré du doigt. 
str_as_much_as_i_enjoy_speaking_to_you_i_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty_|J'aime tant discuter avec vous que je me moque des cancans des gens qui n'ont ni ma grâce ni ma beauté. 
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_one_of_the_great_families_of_this_land_i_must_set_an_example_of_propriety_|J'aime beaucoup parler avec vous. Mais en tant que fille d'une des plus grandes familles de ce pays, je dois montrer l'exemple. 
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_good_family_i_must_protect_my_reputation_|J'aime beaucoup parler avec vous. Mais en tant que fille de bonne famille, je dois veiller à ma réputation. 
str_although_it_is_kind_of_you_to_pay_me_such_attentions_i_suspect_that_you_might_find_other_ladies_who_may_be_more_inclined_to_return_your_affection|Vos attentions me touchent beaucoup, mais j'imagine que vous n'aurez aucun mal à trouver des jeunes filles plus enclines à vous retourner votre affection.
str_as_flattered_as_i_am_by_your_attentions_perhaps_you_should_seek_out_another_lady_of_somewhat_shall_we_say_different_tastes|Vos attentions me flattent, mais peut-être devriez-vous chercher une autre jeune fille aux... comment dire... aux goûts différents.
str_as_flattered_as_i_am_by_your_attentions_i_am_a_daughter_of_good_family_and_must_be_aware_of_my_reputation_it_is_not_seemly_that_i_converse_too_much_at_one_time_with_one_man_i_am_sure_you_understand_now_if_you_will_excuse_me|Vos attentions me flattent, mais je suis une jeune fille de bonne famille et je dois veiller à ma réputation. Il n'est pas convenable de discuter trop longtemps avec un homme. Je suis sûre que vous comprenez. Si vous voulez bien m'excuser...
str_very_well__i_will_let_you_choose_the_time|Très bien, je vous laisserai choisir l'heure.
str_good_i_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_i_was_ready|Bien ! Cela me soulage que vous ayez renoncé à me marier avant que je sois {prêt/prête}.
str_i_am|je suis
str_s12_s11_to_s14|{s12} {s11} to {s14}
str_s12_i_am_here_for_the_feast|{s12}. Je suis là pour le banquet.
str_another_tournament_dedication_oh_i_suppose_it_is_always_flattering|Une autre dédicace de tournoi ? Oh, c'est toujours flatteur...
str_do_you_why_what_a_most_gallant_thing_to_say|Vraiment ? Voilà qui est très galant de votre part.
str_hmm_i_cannot_say_that_i_altogether_approve_of_such_frivolity_but_i_must_confess_myself_a_bit_flattered|Hmm... Non pas que j'approuve une telle frivolité, mais je dois avouer que cela me flatte.
str_why_thank_you_you_are_most_kind_to_do_so|Eh bien, merci. C'est très gentil.
str_you_are_most_courteous_and_courtesy_is_a_fine_virtue_|Vous êtes très {courtois/courtoise} et la courtoisie est une vertu. 
str_hmm_youre_a_bold_one_but_i_like_that_|Hmm. Vous ne manquez pas d'audace, mais cela me plaît. 
str_ah_well_they_all_say_that_but_no_matter_a_compliment_well_delivered_is_at_least_a_good_start_|Ah, ils disent tous cela ! Mais peu importe. Un compliment bien formulé, c'est déjà un bon début. 
str_oh_do_you_mean_that_such_a_kind_thing_to_say|Oh ! Vous êtes sincère ? C'est vraiment très gentil !
str_you_are_a_most_gallant_young_man_|Vous êtes un jeune homme très galant. 
str__do_come_and_see_me_again_soon| Revenez vite me voir.
str_you_intend_to_ask_s12_for_permission_to_marry_s15|Vous avez l'intention de demander à {s12} la permission d'épouser {s15}.
str_you_intend_to_ask_s12_to_pressure_s10_to_marry_you|Vous avez l'intention de demander à {s12} de convaincre {s10} de vous épouser.
str_do_be_careful_i_am_so_much_endebted_to_you_for_this|Attention ! J'ai une dette envers vous...
str_go_then__we_shall_see_which_of_you_triumphs|Allez-y... Voyons qui de vous deux l'emporte...
str_sigh_i_will_never_truly_understand_men_and_their_rash_actions|Soupir... Je ne comprendrai jamais les hommes et leur témérité...
str_you_intend_to_challenge_s13_to_force_him_to_relinquish_his_suit_of_s11|Vous avez l'intention de défier {s13} pour qu'il renonce à courtiser {s11}.
str_farewell|Adieu.
str_farewell_playername|Adieu, {playername}.
str___we_believe_that_there_is_money_to_be_made_selling_| Nous pensons qu'il y a de l'argent à gagner en vendant 
str__we_carry_a_selection_of_goods_although_the_difference_in_prices_for_each_is_not_so_great_we_hope_to_make_a_profit_off_of_the_whole| Nous transportons différentes marchandises. Bien que la différence de prix unitaire soit minime, nous espérons faire un profit sur l'ensemble.
str_s14and_other_goods|{s14}et autres marchandises.
str__have_you_not_signed_a_truce_with_our_lord| N'avez-vous pas conclu une trêve avec notre seigneur ?
str_parole|parole
str_normal|normale
str__meanwhile_s51_reg2areis_being_held_in_the_castle_but_reg2havehas_made_pledges_not_to_escape_and_reg2areis_being_held_in_more_comfortable_quarters| Pendant ce temps, {s51} {reg2?sont détenu(e)s:est détenu(e)} au château, mais {reg2?ont:a} promis de ne pas s'évader en échange de cellules plus confortables.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_it_would_boost_your_own_standing_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|Vous devez savoir, mon seigneur, que la querelle entre {s4} et {s5} nuit à l'unité de ce pays et sape votre autorité. Si vous pouviez convaincre les seigneurs de se réconcilier, votre position n'en serait que renforcée. Mais vous courez aussi le risque qu'un des seigneurs pense que vous avez pris le parti de son adversaire.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_i_imagine_that_s7_would_be_most_pleased_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|Vous devez savoir, mon seigneur, que la querelle entre {s4} et {s5} nuit à l'unité de ce pays et sape votre autorité. Si vous pouviez convaincre les seigneurs de se réconcilier, j'imagine que cela ferait plaisir à {s7}. Mais vous courez aussi le risque qu'un des seigneurs pense que vous avez pris le parti de son adversaire.
str__of_course_the_land_is_currently_at_peace_so_you_may_have_better_luck_in_other_realms| Le pays étant actuellement en paix, vous aurez peut-être plus de chances dans d'autres royaumes.
str_here|ici 
str_over|là-bas
str_s8_in_s12|{s8} à {s12}
str__has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area| offre une prime à quiconque capturera les bandits qui attaquent les voyageurs dans la région.
str__is_looking_for_a_way_to_avoid_an_impending_war| cherche un moyen d'éviter une guerre imminente.
str__may_need_help_rescuing_an_imprisoned_family_member| peut avoir besoin d'aide pour libérer un membre de sa famille emprisonné.
str__has_been_asking_around_for_someone_who_might_want_work_id_watch_yourself_with_him_though| cherche quelqu'un qui veut travailler. Mais à votre place, je me méfierais de lui.
str_town|bourg.
str_castle|château.
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13| Mais il est retenu prisonnier dans le donjon de {s13}.
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way|On dit que {s9} est une jeune fille très conventionnelle, dévouée à sa famille, au tempérament gentil et doux, une vraie dame.
str_they_say_that_s9_is_a_bit_of_a_romantic_a_dreamer__of_a_gentle_temperament_yet_unpredictable_she_is_likely_to_be_led_by_her_passions_and_will_be_trouble_for_her_family_ill_wager|On dit que {s9} est un peu romantique et rêveuse, d'un tempérament doux, mais imprévisible. Elle peut se laisser emporter par ses passions et causer des problèmes à sa famille.
str_they_say_that_s9_is_determined_to_marry_well_and_make_her_mark_in_the_world_she_may_be_a_tremendous_asset_for_her_husband__provided_he_can_satisfy_her_ambition|On dit que {s9} est déterminée à faire un bon mariage et à se faire un nom. Elle peut représenter un formidable atout pour son mari... à condition qu'il sache satisfaire son ambition !
str_they_say_that_s9_loves_to_hunt_and_ride_maybe_she_wishes_she_were_a_man_whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand_i_would_say|On dit que {s9} adore chasser et monter à cheval. Peut-être aurait-elle préféré être un homme ! Je crois que celui qui l'épousera aura fort à faire !
str_they_say_that_s9_is_a_lady_of_the_highest_moral_standards_very_admirable_very_admirable__and_very_hard_to_please_ill_warrant|On dit que {s9} est une dame d'une grande moralité. Tout à fait admirable, tout à fait admirable... et très difficile à contenter, si vous voulez mon avis.
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding|{s9} est désormais {fiancé/fiancée} à {s11}. Nous pensons qu'un mariage sera bientôt célébré !
str_i_have_not_heard_any_news_about_her|Je ne sais rien sur elle.
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits|On dit que {s9} aurait un faible pour {s11}. Peut-être seront-ils bientôt fiancés... si les parents de la jeune fille sont d'accord.
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11|On dit que la famille de {s9} l'a forcée à se fiancer avec {s11}.
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed|On dit que {s9} a cédé à la cour de {s11} et que les jeunes gens sont désormais fiancés.
str_they_say_that_s9_under_pressure_from_her_family_has_agreed_to_betrothal_with_s11|On dit que, sous la pression de sa famille, {s9} a accepté de se fiancer à {s11}.
str_they_say_that_s9_has_refused_s11s_suit|On dit que {s9} a éconduit {s11}.
str_they_say_that_s11_has_tired_of_pursuing_s9|On dit que {s11} en a assez de courtiser {s9}.
str_they_say_that_s9s_family_has_forced_her_to_renounce_s11_whom_she_much_loved|On dit que la famille de {s9} l'a forcée à renoncer à {s11} qu'elle aimait tant.
str_they_say_that_s9_has_run_away_with_s11_causing_her_family_much_grievance|On dit que {s9} a fui avec {s11}, au grand désespoir de la famille de la jeune fille.
str_they_say_that_s9_and_s11_have_wed|On dit que {s9} et {s11} se sont mariés.
str_they_say_that_s9_was_recently_visited_by_s11_who_knows_where_that_might_lead|On dit que {s11} a récemment rendu visite à {s9}. Qui sait où cela peut mener !
str_there_is_not_much_to_tell_but_it_is_still_early_in_the_season|Il n'y a pas grand-chose à dire, la saison commence à peine
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end_|{s12}Un banquet de {s3} se tient actuellement à {s4}, mais il est entamé depuis deux jours et touche à sa fin. 
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_should_last_for_at_least_another_day_|{s12}Un banquet de {s3} se tient actuellement à {s4} et devrait encore durer un jour au moins.
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_has_only_just_begun_|{s12}Un banquet de {s3} se tient actuellement à {s4} ; il vient à peine de commencer. 
str_not_at_this_time_no|Non, pas maintenant.
str_s12the_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen_so_they_represent_an_excellent_opportunity_to_make_a_ladys_acquaintance|{s12}Les grands seigneurs emmènent leurs filles et leurs soeurs à ces réceptions ; c'est donc une excellente occasion de faire la connaissance d'une dame.
str_you_will_not_be_disappointed_sirmadam_you_will_not_find_better_warriors_in_all_calradia|Vous ne serez pas {déçu, Messire/déçue, madame}. Vous ne trouverez pas meilleurs guerriers dans toute la France.
str_your_excellency|votre excellence
str_s10_and_s11|{s10} et {s11}
str_your_loyal_subjects|vos loyaux sujets
str_loyal_subjects_of_s10|loyaux sujets de {s10}
str_the|{le/la/les}
str_we|nous
str_track_down_s7_and_defeat_him_defusing_calls_for_war_within_the_s11|Trouvez {s7} et triomphez en désamorçant les appels à la guerre au sein de {s11}.
str_track_down_the_s9_who_attacked_travellers_near_s8_then_report_back_to_the_town|Trouvez les {s9} qui ont attaqué les voyageurs près de {s8}, puis revenez faire votre rapport au bourg.
str_do_you_wish_to_award_it_to_one_of_your_vassals|Voulez-vous l'attribuer à l'un de vos vassaux ?
str_who_do_you_wish_to_give_it_to|À qui souhaitez-vous l'attribuer ?
str_sire_my_lady_we_have_taken_s1_s2|{Sire/Madame}, nous avons pris {s1}. {s2}
str_s12i_want_to_have_s1_for_myself|{s12}Je souhaite disposer de {s1}. {s2}
str_fiefs_s0|(fiefs : {s0})
str_production_setting_buy_from_market|Nous achetons des matières premières au marché.
str_production_setting_buy_from_inventory|Nous utilisons uniquement les matières premières de notre inventaire.
str_production_setting_produce_to_inventory|Nous stockons notre production dans l'inventaire.
str_production_setting_produce_to_market|Nous vendons notre production directement à l'inventaire.
str_feast_quest_expired|Nous n'avons pas pu organiser le banquet prévu. Des campagnes ou autres événements importants ont dû se produire. Si vous voulez, vous pouvez tenter d'organiser un autre banquet.
str_whereabouts_unknown|on ignore où
str_mulberry_groves|acres de mûriers
str_olive_groves|acres d'oliveraies
str_acres_flax|acres de champs de lin
str_enterprise_enemy_realm|{Sire/Madame}, vous êtes un ennemi de ce royaume. Nous ne pouvons pas vous permettre d'acheter des terres ici.
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12|Vous avez l'intention de dénoncer de manière privée {s14} à {s13} au nom de {s12}.
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14|Vous avez l'intention de dénoncer ouvertement {s14} à son visage, au nom de {s12}
str_you_intend_to_bring_gift_for_s14|Vous avez l'intention de livrer du velours et des fourrures à {s12} pour {reg4?qu'elle:qu'il} tente une réconciliation avec {s14}.
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective|Nous allons rassembler l'armée, mais nous ne bougerons pas avant d'avoir un objectif.
str_we_shall_lay_siege_to_an_easy_fortress_to_capture|Nous concentrons des forces sur la plus vulnérable de leurs forteresses.
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14|Nous avons l'intention de frapper fort pour leur infliger un maximum de dégâts.
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible|Notre objectif est de prendre une forteresse que nous pourrons facilement défendre.
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle|Nous ravageons leurs terres les plus riches pour les obliger à nous combattre.
str_strategy_criticism_rash|Je pense que cette stratégie est imprudente et qu'elle met inutilement nos forces en danger.
str_strategy_criticism_cautious|Je pense que cette stratégie est trop prudente et que, à force d'ennui, notre armée se sera dispersée avant que nous ayons eu l'occasion de remporter la moindre victoire.
str_tavernkeeper_invalid_quest| avai(en)t des affaires en cours, mais j'ai du mal à me souvenir des détails.
str_faction_title_male_player|Seigneur {s0}
str_faction_title_male_1|{s0}
str_faction_title_male_2|seigneur {s0}
str_faction_title_male_3|{s0}
str_faction_title_male_4|seigneur {s0}
str_faction_title_male_5|{s0}
str_faction_title_male_6|seigneur {s0}
str_faction_title_female_player|{s0}
str_faction_title_female_1|{s0}
str_faction_title_female_2|{s0}
str_faction_title_female_3|{s0} Hatun
str_faction_title_female_4|{s0}
str_faction_title_female_5|{s0}
str_faction_title_female_6|{s0}
str_name_kingdom_text|Comment s'appellera votre Duché ?
str_default_kingdom_name|Duché de {s0}
str_lord_defects_ordinary|Le seigneur change de camp^^{s1} a renoncé au serment d'allégeance {reg4?qu'elle:qu'il} avait prêté à {s3} pour rejoindre {s2}
str_lord_defects_player|Le seigneur change de camp^^{s1} a renoncé au serment d'allégeance {reg4?qu'elle:qu'il} avait prêté à {s3}. Il a provisoirement rejoint votre Duché. Vous pouvez vous rendre à votre cour pour qu'il vous prête serment d'allégeance, si vous le souhaitez.
str_lord_defects_player_faction|Le seigneur change de camp^^{s1} a renoncé au serment d'allégeance {reg4?qu'elle:qu'il} avait prêté à {s3}. Il a provisoirement rejoint votre Duché. Vous pouvez vous rendre à votre cour pour qu'il vous prête serment d'allégeance, si vous le souhaitez.
str_lord_indicted_player_faction|Sur ordre de {s6}, {s4} de {s5} fait l'objet d'une inculpation pour trahison. Dépossédé de tous ses biens, le seigneur a pris la fuite. Il souhaite rejoindre votre Duché. Si vous le souhaitez, vous pouvez le retrouver à votre cour où il vous prêtera serment d'allégeance.
str_lord_indicted_dialog_approach|Le Bonjour, {mon seigneur/madame}. Vous avez peut-être eu vent de la façon dont me traitait {s10}. Vous avez la réputation de bien traiter vos vassaux et si vous m'acceptez, ce serait pour moi un honneur de devenir votre vassal.
str_lord_indicted_dialog_approach_yes|Et ce serait pour moi un honneur d'accepter votre allégeance.
str_lord_indicted_dialog_approach_no|Pardonnez-moi, mais je n'ai pas besoin de vos services.
str_lord_indicted_dialog_rejected|Vraiment ? Eh bien, il faut croire que votre réputation est exagérée. Bonne journée, {mon seigneur/madame}... Je vais aller voir si un autre souverain de la France est plus enclin à apprécier mes talents.
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home| redoute que des bandits installent une de leurs cachettes dans sa région.
str_bandit_lair_quest_description|Détruisez {s9}, puis allez présenter votre rapport à {s11}.
str_bandit_hideout_preattack|Vous vous approchez de la cachette. Chez les {s4}, personne n'a remarqué votre présence et vous pouvez encore filer incognito. Compte tenu des difficultés d'approche du site de {s5}, seule une poignée de membres de votre groupe pourra participer à l'attaque et ce, sans chevaux. Si votre première attaque échoue, les {s4} pourront facilement s'enfuir et se disperser. Voulez-vous attaquer la cachette ou attendre une autre occasion ?
str_bandit_hideout_failure|Les {s4} repoussent votre attaque. Vous vous regroupez et reprenez votre progression pour découvrir qu'ils se sont dispersés et volatilisés dans la campagne environnante où ils vont certainement continuer à terroriser les voyageurs.
str_bandit_hideout_success|Leur retraite ayant été coupée, les {s4} tombent un à un face grâce à votre détermination. Vous vous emparez de leur cachette et de leur butin.
str_bandit_approach_defile|par un passage étroit
str_bandit_approach_swamp|à travers une pinède
str_bandit_approach_thickets|à travers une série de bosquets denses
str_bandit_approach_cliffs|par un chemin longeant la paroi d'une falaise
str_bandit_approach_cove|par le lit d'un cours d'eau traversant les falaises marines
str_political_explanation_lord_lacks_center|Dans ce cas, le fief devrait revenir à un seigneur qui ne possède ni terres ni revenus.
str_political_explanation_lord_took_center|Dans ce cas, la forteresse devrait revenir à celui qui l'a capturée.
str_political_explanation_most_deserving_friend|Compte tenu de la situation, j'ai décidé de confier le fief au plus méritant de mes amis et compagnons.
str_political_explanation_most_deserving_in_faction|Compte tenu de la situation, j'ai décidé de confier le fief au plus méritant des seigneurs du royaume.
str_political_explanation_self|En l'absence d'autre candidat digne de ce nom, je me nomme moi-même.
str_political_explanation_marshal|J'ai choisi le plus valeureux de nos nobles, une personne en qui j'ai confiance et dont le nom n'est pas sujet à controverse.
str_prisoner_at_large|libre, après la défaite des ravisseurs. J'espère que votre {ami/amie} refera rapidement surface.
str_quick_battle_scene_1|Ferme
str_quick_battle_scene_2|Oasis
str_quick_battle_scene_3|Col de Tulbuk
str_quick_battle_scene_4|Château d'Haima
str_quick_battle_scene_5|Château d'Ulbas
str_quick_battle_troop_1|Si, à la nuit tombée, personne n'ose circuler dans les rues sans gardes armés, c'est à cause de Rodrigo de Braganca. Cet ancien marchand enthousiaste arrivé à Reims avec une petite fortune en rubis et rêvant de prendre le contrôle du marché du velours sombre rapidement dans la pauvreté, ruiné par la concurrence acharnée que lui livrent les redoutables guildes de marchands allemands. Mais il ne tarde pas à troquer sa balance de marchand contre une épée et use de ses talents d'homme d'affaires pour bâtir l'entreprise criminelle la plus redoutable d'Angers, avec des cachettes et des activités dans tous les grands bourgs. Son rêve est aujourd'hui exaucé puisque sa tête vaut plus que toutes les richesses auxquelles il aspirait autrefois. Et c'est avec un plaisir non dissimulé qu'il soulage désormais ses anciens concurrents de leurs biens matériels... et de leurs soucis.
str_quick_battle_troop_2|À l'âge de 16 ans, Usiatra s'empare dans le sang du commandement de la bande de bandits qui occupe Siri, village rural des déserts du sud, à l'extérieur du royaume de la France. Sous son autorité, la bande de bandits étend rapidement son emprise à tous les territoires du sud. Son habileté et sa détermination, associées à son implacable ambition dont elle use avec un sang-froid et une cruauté inhumains, lui valent l'admiration fanatique de ses compagnons. À leurs côtés, elle mène une vie décadente ponctuée de violents pillages. Grâce à sa puissance militaire et à son intelligence stratégique naturelle, elle et sa bande conservent la mainmise sur son pays natal, et elle envisage désormais de s'attaquer aux riches terres de la France pour sustenter sa bande de guerriers.
str_quick_battle_troop_3|Fils cadet d'un membre de la petite noblesse de la région d'Uxkhal, Hegen est éduqué dans l'art de la guerre et du combat. Après avoir été fait chevalier, il sert dans l'armée du seigneur de Lyon et combat les anglais avant de prendre le commandement d'un groupe qui écrase une offensive khergit près d'Amere. Grâce à la contre-offensive qui s'ensuit et aux deux campagnes suivantes auxquelles il participe, ce valeureux guerrier acquiert gloire et renommée. Hélas, il perd toute chance de renforcer son prestige lorsque qu'il est démobilisé pour cause de paix. Sans espoir d'héritage et incapable d'exercer ses talents de guerrier en ces temps de paix, il rassemble de jeunes guerriers et prend la tête d'un groupe de mercenaires. Il espère désormais profiter du fait que la France ne manque jamais d'états en guerre recherchant des mercenaires.
str_quick_battle_troop_4|Konrad est un mercenaire professionnel originaire de la lointaine région de Balion, de l'autre côté du vaste océan occidental. Après des années de campagnes et d'innombrables batailles, Konrad a appris à aimer sa vie de soldat. Malgré un nez aplati par un coup de masse et de nombreuses blessures, il a survécu à cette existence rude grâce à la force de son bras, à sa ruse innée et à une bonne part de chance. Lorsqu'il entend parler des lucratives opportunités de carrière qui s'offrent à un homme de sa trempe à la France, Konrad affrète un navire et traverse l'océan avec ses hommes en quête de nouvelles guerres. Ce mercenaire libre de toute attache avec les états de la France est plus que ravi d'offrir ses services à tout seigneur qui en a les moyens.
str_quick_battle_troop_5|Sverre est membre des pillards des mers, ces flibustiers sans foi ni loi du royaume glacé de Jumne, de l'autre côté de la mer du Nord, qui serait également le berceau ancestral des suisse. Jeune homme déjà, il participe à de nombreuses attaques contre ses lointains cousins de la région de Rouen et les anglais. Mais Sverre est très malin, et il ne lui faut pas longtemps pour comprendre qu'une vie meilleure l'attend peut-être à la France, territoire bien plus prospère que son pays natal. Lors d'un raid sur Jayek, Sverre s'esquive pendant que ses camarades pillent le village et capturent des prisonniers. Se faisant passer pour un paysan des montagnes de Chalbek, Sverre se forge rapidement une réputation de redoutable combattant, et il cherche désormais fortune à la tête d'une bande de mercenaires.
str_quick_battle_troop_6|Originaire de Charnye, aux confins de l'Angleterre, Borislav est un chasseur. Toute sa vie, il a traqué les bêtes sauvages pour leur viande et leur fourrure, perpétuant le mode de vie adopté par ses aïeuls en des temps plus heureux, avant les guerres incessantes. Aujourd'hui, les bruits constants des combats font fuir le gibier, et le massacre gratuit des animaux par les soldats a achevé de vider les forêts qui n'avaient pas été incendiées. Pour ne pas mourir de faim, Borislav a choisi de continuer à utiliser son arc et sa lance, non plus pour chasser le cerf, le loup ou l'ours, mais pour pratiquer la chasse à l'homme. Et il a ainsi ôté de nombreuses vies. Borislav se moque des querelles des royaumes. Ce qui l'intéresse, c'est de trouver de quoi se nourrir et nourrir ses hommes.
str_quick_battle_troop_7|Né dans la ville-état indépendante de Zendar, Stavros sert quasiment toute sa vie dans la garde locale, sous le commandement du célèbre connétable Hareck. Stavros contribue nettement à débarrasser la région des redoutables pirates des rivières, mais il ne peut rien contre la calamité qui s'abat sur la ville. Lorsque Zendar est rasée par une horde de pillards des mers, Stavros fuit la ville en flammes avec la foule des réfugiés. Après une brève période d'errance et de petits boulots, il trouve une place dans une compagnie de mercenaires, puis gravit les échelons pour en devenir le chef grâce à son dévouement et à son sens tactique. Aux côtés des chasseurs d'hommes et des autorités locales, il se consacre désormais presque entièrement à la lutte contre les pillards des mers et autres hors-la-loi, essayant d'assurer la sécurité des voyageurs.
str_quick_battle_troop_8|Élevée dans une tribu nomade du désert, par-delà les territoires arabes, Gamara apprend très tôt à chasser avec une fronde et une lance. Mais la vie simple et les conditions difficiles du désert ne la satisfont pas et elle rêve d'explorer le monde merveilleux décrit dans les récits. La vie n'est pas facile pour une jeune aventurière et Gamara doit vite apprendre les us et coutumes de la France. Depuis qu'elle s'est emparée des armes et de l'armure d'un soldat qui l'a attaquée après une dispute, Gamara dissimule sa beauté sous un épais costume Sarazin, et rares sont ceux qui devinent qu'elle est une femme... car sur le champ de bataille, elle est aussi redoutable qu'un homme. Avec le groupe de fidèles compagnons qu'elle a réuni autour d'elle, elle cherche désormais la gloire en parcourant un pays ravagé par la guerre.
str_quick_battle_troop_9|Aethrod n'est pas noble. Il a changé de nom deux fois, et on l'accuse de la plupart des crimes perpétrés sur le territoire d'Angleterre. À tort ou à raison, il affirme n'avoir jamais tué un seul innocent. Se considérant comme un patriote, il a plusieurs fois mis sa bande de hors-la-loi à la disposition de sa faction alors que celle-ci était menacée. Mais en temps de paix, les seigneurs se méfient de ce personnage provocant qui n'hésite pas à les défier. Né et élevé dans les bas-fonds de Reyvadin, il apprend à se servir d'un arc dès le plus jeune âge et s'enfuit de chez lui à 14 ans. Aujourd'hui âgé de 32 ans, il manie l'arc à la perfection et, malgré ses piètres talents de cavalier, peut toucher sa cible de très loin. Ce solide gaillard au regard perçant est une véritable légende locale.
str_quick_battle_troop_10|Être la fille d'un des bandits les plus infâmes du royaume Sarazin n'est pas toujours facile, mais cela ne semble pas déranger Zaira. Contrairement à la plupart des femmes, elle grandit entourée de guerriers du désert et manie redoutablement bien l'arc et l'épée. Tandis que les filles de son âge apprennent à tenir un foyer, Zaira apprend à égorger les marchands pour leur voler leur argent. À l'âge de 16 ans, elle a déjà tué plus d'hommes qu'un vétéran de l'armée du sultan. Juste avant son vingtième anniversaire, son père est tué lors d'une bagarre avec le chef d'une autre bande de bandits. Unique héritière, Zaira prend donc la tête de la bande de son père. Et une fois celui-ci vengé, elle reprend rapidement le flambeau. Aujourd'hui, elle se forge sa propre réputation de chef des bandits.
str_quick_battle_troop_11|Argo Sendnar a vécu plusieurs vies. À son arrivée à la France en tant que marchand, il espère gagner plus qu'à Lokti. Ce qu'il ignore, c'est que la France, déchiré par les guerres, est un véritable nid de bandits et d'assassins, ce qui rend la pratique du commerce beaucoup plus compliquée qu'à Lokti. Racheté par un marchand concurrent après avoir tout perdu dans le pillage de ses caravanes, il est contraint de garder des caravanes pour gagner sa vie. Malgré ses piètres talents de combattant, il trouve rapidement un emploi sur l'une des routes les plus dangereuses de la France. La chance lui permet de survivre assez longtemps pour acquérir l'expérience du combat et l'argent nécessaires au lancement de sa propre activité de maître de caravane, offrant ses services aux marchands désireux de protéger leurs marchandises.
str_tutorial_training_ground_intro_message|Déplacez-vous sur le terrain d'entraînement et discutez avec les combattants pour tester différents aspects du combat dans Mount&Blade. Utilisez les touches ASDW pour vous déplacer. Pour parler à un personnage, approchez-vous de lui et appuyez sur la touche F dès que son nom apparaît à l'écran. Vous pouvez aussi utiliser la touche F pour ramasser des objets, ouvrir des portes et interagir avec différents éléments. Appuyez à tout moment sur la touche Tab pour quitter le didacticiel.
str_map_basic|Carte
str_game_type_basic|Type de partie
str_battle|Bataille
str_siege_offense|Siège (attaque)
str_siege_defense|Siège (défense)
str_character|Personnage
str_biography|Biographie
str_player|Joueur
