stringsfile version 1
3209
str_no_string NO_STRING!
str_hmm_young_girls_may_easily_be_led_astray_so_out_of_a_sense_of_duty_to_the_ladies_of_my_household_i_think_i_would_like_to_get_to_know_you_a_bit_better_we_may_speak_of_this_at_a_later_date Hmm._Young_girls_may_easily_be_led_astray,_so_out_of_a_sense_of_duty_to_the_ladies_of_my_household,_I_think_I_would_like_to_get_to_know_you_a_bit_better._We_may_speak_of_this_at_a_later_date.
str_you_may_indeed_make_a_fine_match_for_the_young_mistress You_may_indeed_make_a_fine_match_for_the_young_mistress.
str_madame__given_our_relations_in_the_past_this_proposal_is_most_surprising_i_do_not_think_that_you_are_the_kind_of_woman_who_can_be_bent_to_a_hushands_will_and_i_would_prefer_not_to_have_our_married_life_be_a_source_of_constant_acrimony Madame_--_given_our_relations_in_the_past,_this_proposal_is_most_surprising._I_do_not_think_that_you_are_the_kind_of_woman_who_can_be_bent_to_a_hushand's_will,_and_I_would_prefer_not_to_have_our_married_life_be_a_source_of_constant_acrimony.
str_i_would_prefer_to_marry_a_proper_maiden_who_will_obey_her_husband_and_is_not_likely_to_split_his_head_with_a_sword I_would_prefer_to_marry_a_proper_maiden_who_will_obey_her_husband,_and_is_not_likely_to_split_his_head_with_a_sword.
str_my_lady_while_i_admire_your_valor_you_will_forgive_me_if_i_tell_you_that_a_woman_like_you_does_not_uphold_to_my_ideal_of_the_feminine_of_the_delicate_and_of_the_pure My_lady,_while_I_admire_your_valor_and_your_beauty,_you_will_forgive_me_if_I_tell_you_that_a_woman_like_you_does_not_uphold_to_my_ideal_of_a_wife:_feminine,_delicate,_and_pure.
str_nah_i_want_a_woman_wholl_keep_quiet_and_do_what_shes_told_i_dont_think_thats_you Nah._I_want_a_woman_who'll_keep_quiet_and_do_what_she's_told._I_don't_think_that's_you.
str_my_lady_you_are_possessed_of_great_charms_but_no_properties_until_you_obtain_some_to_marry_you_would_be_an_act_of_ingratitude_towards_my_ancestors_and_my_lineage My_lady,_you_are_possessed_of_great_charms,_but_no_properties._Until_you_obtain_some,_to_marry_you_would_be_an_act_of_ingratitude_towards_my_ancestors_and_my_lineage.
str_my_lady_you_are_a_woman_of_no_known_family_of_no_possessions__in_short_a_nobody_do_you_think_that_you_are_fit_to_marry_into_may_family My_lady,_you_are_a_woman_of_no_known_family,_of_no_possessions_--_in_short,_a_nobody._Do_you_think_that_you_are_fit_to_marry_into_may_family?
str_my_lady__forgive_me__the_quality_of_our_bond_is_not_of_the_sort_which_the_poets_tell_us_is_necessary_to_sustain_a_happy_marriage My_lady_--_forgive_me_--_the_quality_of_our_bond_is_not_of_the_sort_which_the_poets_tell_us_is_necessary_to_sustain_a_happy_marriage.
str_um_i_think_that_if_i_want_to_stay_on_s4s_good_side_id_best_not_marry_you Um,_I_think_that_if_I_want_to_stay_on_{s4}'s_good_side,_I'd_best_not_marry_you.
str_you_serve_another_realm_i_dont_see_s4_granting_reg4herhis_blessing_to_our_union You_serve_another_realm._I_don't_see_{s4}_granting_{reg4?her:his}_blessing_to_our_union.
str_madame_my_heart_currently_belongs_to_s4 Madame,_my_heart_currently_belongs_to_{s4}.
str_my_lady_you_are_a_woman_of_great_spirit_and_bravery_possessed_of_beauty_grace_and_wit_i_shall_give_your_proposal_consideration My_lady,_you_are_a_woman_of_great_spirit_and_bravery,_possessed_of_beauty,_grace,_and_wit._I_shall_give_your_proposal_consideration.
str_my_lady_you_are_a_woman_of_great_spirit_and_bravery_possessed_of_beauty_grace_and_wit_i_would_be_most_honored_were_you_to_become_my_wife My_lady,_you_are_a_woman_of_great_spirit_and_bravery,_possessed_of_beauty,_grace,_and_wit._I_would_be_most_honored_were_you_to_become_my_wife.
str_poem_choice_reg4_lady_rep_reg5 {!}Poem_choice:_{reg4},_lady_rep:_{reg5}
str_ah__kais_and_layali__such_a_sad_tale_many_a_time_has_it_been_recounted_for_my_family_by_the_wandering_poets_who_come_to_our_home_and_it_has_never_failed_to_bring_tears_to_our_eyes Ah_--_'Kais_and_Layali'_--_such_a_sad_tale._Many_a_time_has_it_been_recounted_for_my_family_by_the_wandering_poets_who_come_to_our_home,_and_it_has_never_failed_to_bring_tears_to_our_eyes.
str_kais_and_layali_three_hundred_stanzas_of_pathetic_sniveling_if_you_ask_me_if_kais_wanted_to_escape_heartbreak_he_should_have_learned_to_live_within_his_station_and_not_yearn_for_what_he_cannot_have 'Kais_and_Layali'?_Three_hundred_stanzas_of_pathetic_sniveling,_if_you_ask_me._If_Kais_wanted_to_escape_heartbreak,_he_should_have_learned_to_live_within_his_station,_and_not_yearn_for_what_he_cannot_have.
str_kais_and_layali_no_one_should_ever_have_written_such_a_sad_poem_if_it_was_the_destiny_of_kais_and_layali_to_be_together_than_their_love_should_have_conquered_all_obstacles 'Kais_and_Layali'?_No_one_should_ever_have_written_such_a_sad_poem!_If_it_was_the_destiny_of_Kais_and_Layali_to_be_together,_than_their_love_should_have_conquered_all_obstacles!
str_ah_kais_and_layali_a_very_old_standby_but_moving_in_its_way Ah,_'Kais_and_Layali.'_A_very_old_stand-by,_but_moving,_in_its_way.
str_the_saga_of_helgered_and_kara_such_happy_times_in_which_our_ancestors_lived_women_like_kara_could_venture_out_into_the_world_like_men_win_a_name_for_themselves_and_not_linger_in_their_husbands_shadow The_saga_of_'Helgered_and_Kara'?_Such_happy_times_in_which_our_ancestors_lived!_Women_like_Kara_could_venture_out_into_the_world_like_men,_win_a_name_for_themselves,_and_not_linger_in_their_husbands'_shadow.
str_ah_the_saga_of_helgered_and_kara_now_there_was_a_lady_who_knew_what_she_wanted_and_was_not_afraid_to_obtain_it Ah,_the_saga_of_'Helgered_and_Kara'._Now_there_was_a_lady_who_knew_what_she_wanted,_and_was_not_afraid_to_obtain_it.
str_the_saga_of_helgered_and_kara_a_terrible_tale__but_it_speaks_of_a_very_great_love_if_she_were_willing_to_make_war_on_her_own_family The_saga_of_'Helgered_and_Kara'?_A_terrible_tale_-_but_it_speaks_of_a_very_great_love,_if_she_were_willing_to_make_war_on_her_own_family.
str_the_saga_of_helgered_and_kara_as_i_recall_kara_valued_her_own_base_passions_over_duty_to_her_family_that_she_made_war_on_her_own_father_i_have_no_time_for_a_poem_which_praises_such_a_woman The_saga_of_'Helgered_and_Kara'?_As_I_recall,_Kara_valued_her_own_base_passions_over_duty_to_her_family_that_she_made_war_on_her_own_father._I_have_no_time_for_a_poem_which_praises_such_a_woman!
str_the_saga_of_helgered_and_kara_how_could_a_woman_don_armor_and_carry_a_sword_how_could_a_man_love_so_ungentle_a_creature The_saga_of_'Helgered_and_Kara'?_How_could_a_woman_don_armor_and_carry_a_sword!_How_could_a_man_love_so_ungentle_a_creature!
str_a_conversation_in_the_garden_i_cannot_understand_the_lady_in_that_poem_if_she_loves_the_man_why_does_she_tease_him_so 'A_Conversation_in_the_Garden'?_I_cannot_understand_the_lady_in_that_poem._If_she_loves_the_man,_why_does_she_tease_him_so?
str_a_conversation_in_the_garden_let_us_see__it_is_morally_unedifying_it_exalts_deception_it_ends_with_a_maiden_surrendering_to_her_base_passions_and_yet_i_cannot_help_but_find_it_charming_perhaps_because_it_tells_us_that_love_need_not_be_tragic_to_be_memorable 'A_Conversation_in_the_Garden'?_Let_us_see_--_it_is_morally_unedifying,_it_exalts_deception,_it_ends_with_a_maiden_surrendering_to_her_base_passions..._And_yet_I_cannot_help_but_find_it_charming,_perhaps_because_it_tells_us_that_love_need_not_be_tragic_to_be_memorable.
str_a_conversation_in_the_garden_now_that_is_a_tale_every_lady_should_know_by_heart_to_learn_the_subtleties_of_the_politics_she_must_practice 'A_Conversation_in_the_Garden'?_Now_that_is_a_tale_every_lady_should_know_by_heart,_to_learn_the_subtleties_of_the_politics_she_must_practice!
str_a_conversation_in_the_garden_it_is_droll_i_suppose__although_there_is_nothing_there_that_truly_stirs_my_soul 'A_Conversation_in_the_Garden'?_It_is_droll,_I_suppose_--_although_there_is_nothing_there_that_truly_stirs_my_soul.
str_storming_the_fortress_of_love_ah_yes_the_lady_sits_within_doing_nothing_while_the_man_is_the_one_who_strives_and_achieves_i_have_enough_of_that_in_my_daily_life_why_listen_to_poems_about_it 'Storming_the_Fortress_of_Love'?_Ah,_yes._The_lady_sits_within_doing_nothing,_while_the_man_is_the_one_who_strives_and_achieves._I_have_enough_of_that_in_my_daily_life._Why_listen_to_poems_about_it?
str_storming_the_fortress_of_love_ah_yes_an_uplifting_tribute_to_the_separate_virtues_of_man_and_woman 'Storming_the_Fortress_of_Love'?_Ah,_yes._An_uplifting_tribute_to_the_separate_virtues_of_man_and_woman.
str_storming_the_fortress_of_love_ah_yes_but_although_it_is_a_fine_tale_of_virtues_it_speaks_nothing_of_passion 'Storming_the_Fortress_of_Love'?_Ah,_yes._But_although_it_is_a_fine_tale_of_virtues,_it_speaks_nothing_of_passion!
str_storming_the_fortress_of_love_ah_a_sermon_dressed_up_as_a_love_poem_if_you_ask_me 'Storming_the_Fortress_of_Love'?_Ah..._A_sermon_dressed_up_as_a_love_poem,_if_you_ask_me.
str_a_hearts_desire_ah_such_a_beautiful_account_of_the_perfect_perfect_love_to_love_like_that_must_be_to_truly_know_rapture 'A_Heart's_Desire'?_Ah,_such_a_beautiful_account_of_the_perfect,_perfect_love!_To_love_like_that_must_be_to_truly_know_rapture!
str_a_hearts_desire_silly_if_you_ask_me_if_the_poet_desires_a_lady_then_he_should_endeavor_to_win_her__and_not_dress_up_his_desire_with_a_pretense_of_piety 'A_Heart's_Desire'?_Silly,_if_you_ask_me._If_the_poet_desires_a_lady,_then_he_should_endeavor_to_win_her_--_and_not_dress_up_his_desire_with_a_pretense_of_piety!
str_a_hearts_desire_hmm__it_is_an_interesting_exploration_of_earthly_and_divine_love_it_does_speak_of_the_spiritual_quest_which_brings_out_the_best_in_man_but_i_wonder_if_the_poet_has_not_confused_his_yearning_for_higher_things_with_his_baser_passions 'A_Heart's_Desire'?_Hmm_--_it_is_an_interesting_exploration_of_earthly_and_divine_love._It_does_speak_of_the_spiritual_quest_which_brings_out_the_best_in_man,_but_I_wonder_if_the_poet_has_not_confused_his_yearning_for_higher_things_with_his_baser_passions.
str_a_hearts_desire_oh_yes__it_is_very_worthy_and_philosophical_but_if_i_am_to_listen_to_a_bard_strum_a_lute_for_three_hours_i_personally_prefer_there_to_be_a_bit_of_a_story 'A_Heart's_Desire'?_Oh,_yes_--_it_is_very_worthy_and_philosophical._But_if_I_am_to_listen_to_a_bard_strum_a_lute_for_three_hours,_I_personally_prefer_there_to_be_a_bit_of_a_story.
str_result_reg4_string_s11 {!}Result:_{reg4}._String:_{s11}
str_calculating_effect_for_policy_for_s3 {!}Calculating_effect_for_policy_for_{s3}
str_reg3_units_of_s4_for_reg5_guests_and_retinue {reg3}_units_of_{s4}_for_{reg5}_guests_and_retinue
str_reg3_units_of_spice_of_reg5_to_be_consumed {reg3}_units_of_spice_of_{reg5}_to_be_consumed
str_reg3_units_of_oil_of_reg5_to_be_consumed {reg3}_units_of_oil_of_{reg5}_to_be_consumed
str_of_food_which_must_come_before_everything_else_the_amount_is_s8 Of_food,_which_must_come_before_everything_else,_the_amount_is_{s8}
str_s9_and_the_variety_is_s8_ {s9}_and_the_variety_is_{s8}._
str_s9_of_drink_which_guests_will_expect_in_great_abundance_the_amount_is_s8 {s9}_Of_drink,_which_guests_will_expect_in_great_abundance,_the_amount_is_{s8}
str_s9_of_spice_which_is_essential_to_demonstrate_that_we_spare_no_expense_as_hosts_the_amount_is_s8_ {s9}_Of_spice,_which_is_essential_to_demonstrate_that_we_spare_no_expense_as_hosts,_the_amount_is_{s8}._
str_s9_of_oil_which_we_shall_require_to_light_the_lamps_the_amount_is_s8 {s9}_Of_oil,_which_we_shall_require_to_light_the_lamps,_the_amount_is_{s8}.
str_s9_overall_our_table_will_be_considered_s8 {s9}_Overall,_our_table_will_be_considered_{s8}.
str_rebel rebel
str_bandit bandit
str_relation_of_prisoner_with_captor_is_reg0 relation_of_prisoner_with_captor_is_{reg0}
str_s5_suffers_attrition_reg3_x_s4 {s5}_suffers_attrition:_{reg3}_x_{s4}
str_s65 {!}{s65}
str_s10_said_on_s1_s11__ {s10}_said_on_{s1}:_{s11}^^
str_rumor_note_to_s3s_slot_reg4_s5 {!}Rumor_note_to_{s3}'s_slot_{reg4}:_{s5}
str_totalling_casualties_caused_during_mission Totalling_casualties_caused_during_mission...
str_removing_s4_from_s5 Removing_{s4}_from_{s5}
str_s4_joins_prison_break {s4}_joins_prison_break
str_helper_is_spawned helper_is_spawned.
str_leaving_area_during_prison_break Leaving_area_during_prison_break
str_talk_to_the_trainer Talk_to_the_trainer.
str_woman woman
str_man man
str_noble noble
str_common common
str_may_find_that_you_are_able_to_take_your_place_among_calradias_great_lords_relatively_quickly may_find_that_you_are_able_to_take_your_place_among_France's_great_lords_relatively_quickly
str_may_face_some_difficulties_establishing_yourself_as_an_equal_among_calradias_great_lords may_face_some_difficulties_establishing_yourself_as_an_equal_among_France's_great_lords
str_may_face_great_difficulties_establishing_yourself_as_an_equal_among_calradias_great_lords may_face_great_difficulties_establishing_yourself_as_an_equal_among_France's_great_lords
str_current_party_morale_is_reg5_current_party_morale_modifiers_are__base_morale__50_party_size_s2reg1_leadership_s3reg2_food_variety_s4reg3s5s6_recent_events_s7reg4_total__reg5___ Current_party_morale_is_{reg5}.^Current_party_morale_modifiers_are:^^Base_morale:__+{reg6}^Party_size:_{s2}{reg1}^Leadership:_{s3}{reg2}^Food_variety:_{s4}{reg3}{s5}{s6}^Recent_events:_{s7}{reg4}^TOTAL:__{reg5}^^^
str_s1extra_morale_for_s9_troops__reg6_ {s1}Extra_morale_for_{s9}_troops_:_{reg6}^
str_courtships_in_progress_ Courtships_in_progress:^
str_s1_s2_relation_reg3_last_visit_reg4_days_ago {s1}^{s2},_relation_{reg3},_last_visit_{reg4}_days_ago
str_s1__poems_known {s1}^^Poems_known:
str_s1_storming_the_castle_of_love_allegoric {s1}^Storming_the_Castle_of_Love_(Allegoric)
str_s1_kais_and_layali_tragic {s1}^Kais_and_Layali_(Tragic)
str_s1_a_conversation_in_the_garden_comic {s1}^A_Conversation_in_the_Garden_(Comic)
str_s1_helgered_and_kara_epic {s1}^Helgered_and_Kara_(Epic)
str_s1_a_hearts_desire_mystic {s1}^A_Heart's_Desire_(Mystic)
str_no_companions_in_service No_companions_in_service
str_gathering_support Gathering_support
str_expected_back_imminently Expected_back_imminently
str_expected_back_in_approximately_reg3_days Expected_back_in_approximately_{reg3}_days
str_gathering_intelligence Gathering_intelligence
str_diplomatic_embassy_to_s9 Diplomatic_embassy_to_{s9}
str_serving_as_minister Serving_as_minister
str_in_your_court_at_s9 In_your_court_at_{s9}
str_under_arms Under_arms
str_in_your_party In_your_party
str_s4_s8_s5 {!}{s4}:_{s8}_({s5})
str_s2_s3 {!}{s2}^{s3}
str_attacking_enemy_army_near_s11 Attacking_enemy_army_near_{s11}
str_holding_feast_at_s11 Holding_feast_at_{s11}
str_sfai_reg4 {!}SFAI:_{reg4}
str_s9s10_current_state_s11_hours_at_current_state_reg3_current_strategic_thinking_s14_marshall_s12_since_the_last_offensive_ended_reg4_hours_since_the_decisive_event_reg10_hours_since_the_last_rest_reg9_hours_since_the_last_feast_ended_reg5_hours_percent_disgruntled_lords_reg7_percent_restless_lords_reg8__ {s9}{s10}^Current_state:_{s11}^Hours_at_current_state:_{reg3}^Current_strategic_thinking:_{s14}^Marshall:_{s12}^Since_the_last_offensive_ended:_{reg4}_hours^Since_the_decisive_event:_{reg10}_hours^Since_the_last_18+_hour_rest:_{reg9}_hours^Since_the_last_feast_ended:_{reg5}_hours^Percent_disgruntled_lords:_{reg7}%^Percent_restless_lords:_{reg8}%^^
str__right_to_rule_reg12 ^Right_to_rule:_{reg12}.
str_political_arguments_made_legality_reg3_rights_of_lords_reg4_unificationpeace_reg5_rights_of_commons_reg6_fief_pledges_reg7 Political_arguments_made:^Legality:_{reg3}^Rights_of_lords:_{reg4}^Unification/peace:_{reg5}^Rights_of_commons:_{reg6}^Fief_pledges:_{reg7}
str_renown_reg2_honour_rating_reg3s12_friends_s8_enemies_s6_s9 Renown:_{reg2}.^Honour_rating:_{reg3}.{s12}^Friends:_{s8}.^Enemies:_{s6}.^{s9}
str_you_lie_stunned_for_several_minutes_then_stagger_to_your_feet_to_find_your_s10_standing_over_you_you_have_lost_the_duel You_lie_stunned_for_several_minutes,_then_stagger_to_your_feet,_to_find_your_{s10}_standing_over_you._You_have_lost_the_duel.
str_s10_lies_in_the_arenas_dust_for_several_minutes_then_staggers_to_his_feet_you_have_won_the_duel {s10}_lies_in_the_arena's_dust_for_several_minutes,_then_staggers_to_his_feet._You_have_won_the_duel
str_debug__you_fought_with_a_center_so_no_change_in_morale {!}DEBUG_:_You_fought_with_a_center_so_no_change_in_morale.
str__this_castle_is_temporarily_under_royal_control _This_castle_is_temporarily_under_royal_control.
str__this_castle_does_not_seem_to_be_under_anyones_control _This_castle_does_not_seem_to_be_under_anyone's_control.
str__this_town_is_temporarily_under_royal_control _This_town_is_temporarily_under_royal_control.
str__the_townspeople_seem_to_have_declared_their_independence _The_townspeople_seem_to_have_declared_their_independence.
str_to_your_husband_s11 to_your_husband,_{s11}.
str__you_see_the_banner_of_your_wifehusband_s7_over_the_castle_gate _You_see_the_banner_of_your_{wife/husband},_{s7},_over_the_castle_gate.
str__the_banner_of_your_wifehusband_s7_flies_over_the_town_gates _The_banner_of_your_{wife/husband},_{s7},_flies_over_the_town_gates.
str__the_lord_is_currently_holding_a_feast_in_his_hall ^The_lord_is_currently_holding_a_feast_in_his_hall.
str__join_the_feast _(join_the_feast)
str_belligerent_drunk_in_s4 Belligerent_drunk_in_{s4}
str_belligerent_drunk_not_found Belligerent_drunk_not_found
str_roughlooking_character_in_s4 Rough-looking_character_in_{s4}
str_roughlooking_character_not_found Rough-looking_character_not_found
str__however_you_have_sufficiently_distinguished_yourself_to_be_invited_to_attend_the_ongoing_feast_in_the_lords_castle ._However,_you_have_sufficiently_distinguished_yourself_to_be_invited_to_attend_the_ongoing_feast_in_the_lord's_castle.
str_s8_you_are_also_invited_to_attend_the_ongoing_feast_in_the_castle {s8}._You_are_also_invited_to_attend_the_ongoing_feast_in_the_castle.
str___hardship_index_reg0_avg_towns_reg1_avg_villages_reg2__ {!}^^Hardship_index:_{reg0},_avg_towns:_{reg1},_avg_villages:_{reg2}^^
str___s3_price_=_reg4_calradian_average_reg6_capital_reg11_s4_base_reg1modified_by_raw_material_reg2modified_by_prosperity_reg3_calradian_average_production_base_reg5_total_reg12_consumed_reg7used_as_raw_material_reg8modified_total_reg9_calradian_consumption_base_reg10_total_reg13s1_ {!}^^{s3}^Price_=_{reg4}_(French_average_{reg6})^Capital:_{reg11}_{s4}^Base_{reg1}/modified_by_raw_material_{reg2}/modified_by_prosperity_{reg3}^(French_average_production,_base_{reg5},_total_{reg12}).^Consumed_{reg7}/used_as_raw_material_{reg8}/modified_total_{reg9}^(French_consumption,_base:_{reg10},_total:_{reg13}){s1}^
str_s11_unfortunately_s12_was_wounded_and_had_to_be_left_behind {s11}_Unfortunately,_{s12}_was_wounded_and_had_to_be_left_behind.
str_s11_also_s12_was_wounded_and_had_to_be_left_behind {s11}_Also,_{s12}_was_wounded_and_had_to_be_left_behind.
str_trial_influences_s17s_relation_with_s18_by_reg3 {!}Trial_influences_{s17}'s_relation_with_{s18}_by_{reg3}
str_with_the_s10 with_the_{s10}
str_outside_calradia outside_France.
str_you_have_been_indicted_for_treason_to_s7_your_properties_have_been_confiscated_and_you_would_be_well_advised_to_flee_for_your_life You_have_been_indicted_for_treason_to_{s7}._Your_properties_have_been_confiscated,_and_you_would_be_well_advised_to_flee_for_your_life.
str_by_order_of_s6_s4_of_the_s5_has_been_indicted_for_treason_the_lord_has_been_stripped_of_all_reg4herhis_properties_and_has_fled_for_reg4herhis_life_he_is_rumored_to_have_gone_into_exile_s11 By_order_of_{s6},_{s4}_of_the_{s5}_has_been_indicted_for_treason._The_lord_has_been_stripped_of_all_{reg4?her:his}_properties,_and_has_fled_for_{reg4?her:his}_life._He_is_rumored_to_have_gone_into_exile_{s11}.
str_local_notables_from_s1_a_village_claimed_by_the_s4_have_been_mistreated_by_their_overlords_from_the_s3_and_petition_s5_for_protection local_notables_from_{s1},_a_village_claimed_by_the_{s4},_have_been_mistreated_by_their_overlords_from_the_{s3}_and_petition_{s5}_for_protection
str_villagers_from_s1_stole_some_cattle_from_s2 villagers_from_{s1}_stole_some_cattle_from_{s2}
str_villagers_from_s1_abducted_a_woman_from_a_prominent_family_in_s2_to_marry_one_of_their_boys villagers_from_{s1}_abducted_a_woman_from_a_prominent_family_in_{s2}_to_marry_one_of_their_boys
str_villagers_from_s1_killed_some_farmers_from_s2_in_a_fight_over_the_diversion_of_a_stream villagers_from_{s1}_killed_some_farmers_from_{s2}_in_a_fight_over_the_diversion_of_a_stream
str_your_new_minister_ Your_new_minister_
str_s10_is_your_new_minister_and_ {s10}_is_your_new_minister,_and_
str_due_to_the_fall_of_s10_your_court_has_been_relocated_to_s12 Due_to_the_loss_of_{s10},_your_court_has_been_relocated_to_{s11}
str_after_to_the_fall_of_s10_your_faithful_vassal_s9_has_invited_your_court_to_s11_ After_to_the_loss_of_{s10},_your_faithful_vassal_{s9}_has_invited_your_court_to_{s11}_
str_after_to_the_fall_of_s11_your_court_has_nowhere_to_go After_the_loss_of_{s11},_your_court_has_nowhere_to_go
str_s8_wishes_to_inform_you_that_the_lords_of_s9_will_be_gathering_for_a_feast_at_his_great_hall_in_s10_and_invites_you_to_be_part_of_this_august_assembly {s8}_wishes_to_inform_you_that_the_lords_of_{s9}_will_be_gathering_for_a_feast_at_his_great_hall_in_{s10},_and_invites_you_to_be_part_of_this_august_assembly.
str_consult_with_s11_at_your_court_in_s12 Consult_with_{s11}_at_your_court_in_{s12}
str_as_brief_as_our_separation_has_been_the_longing_in_my_heart_to_see_you_has_made_it_seem_as_many_years As_brief_as_our_separation_has_been,_the_longing_in_my_heart_to_see_you_has_made_it_seem_as_many_years.
str_although_it_has_only_been_a_short_time_since_your_departure_but_i_would_be_most_pleased_to_see_you_again Although_it_has_only_been_a_short_time_since_your_departure,_I_would_be_most_pleased_to_see_you_again.
str_although_i_have_received_no_word_from_you_for_quite_some_time_i_am_sure_that_you_must_have_been_very_busy_and_that_your_failure_to_come_see_me_in_no_way_indicates_that_your_attentions_to_me_were_insincere_ Although_I_have_received_no_word_from_you_for_quite_some_time,_I_am_sure_that_you_must_have_been_very_busy,_and_that_your_failure_to_come_see_me_in_no_way_indicates_that_your_attentions_to_me_were_insincere.
str_i_trust_that_you_have_comported_yourself_in_a_manner_becoming_a_gentleman_during_our_long_separation_ I_trust_that_you_have_comported_yourself_in_a_manner_becoming_a_gentleman_during_our_long_separation.
str_it_has_been_many_days_since_you_came_and_i_would_very_much_like_to_see_you_again It_has_been_many_days_since_you_came,_and_I_would_very_much_like_to_see_you_again.
str__you_should_ask_my_s11_s16s_permission_but_i_have_no_reason_to_believe_that_he_will_prevent_you_from_coming_to_see_me _You_should_ask_my_{s11}_{s16}'s_permission,_but_I_have_no_reason_to_believe_that_he_will_prevent_you_from_coming_to_see_me.
str__you_should_first_ask_her_s11_s16s_permission ._You_should_first_ask_her_{s11}_{s16}'s_permission
str__alas_as_we_know_my_s11_s16_will_not_permit_me_to_see_you_however_i_believe_that_i_can_arrange_away_for_you_to_enter_undetected _Alas,_as_we_know,_my_{s11}_{s16}_will_not_permit_me_to_see_you._However,_I_believe_that_I_can_arrange_a_way_for_you_to_enter_undetected.
str__as_my_s11_s16_has_already_granted_permission_for_you_to_see_me_i_shall_expect_your_imminent_arrival _As_my_{s11}_{s16}_has_already_granted_permission_for_you_to_see_me,_I_shall_expect_your_imminent_arrival.
str_visit_s3_who_was_last_at_s4s18 Visit_{s3},_who_was_last_at_{s4}{s18}
str_giver_troop_=_s2 {!}Giver_troop_=_{s2}
str_the_guards_at_the_gate_have_been_ordered_to_allow_you_through_you_might_be_imagining_things_but_you_think_one_of_them_may_have_given_you_a_wink The_guards_at_the_gate_have_been_ordered_to_allow_you_through._You_might_be_imagining_things,_but_you_think_one_of_them_may_have_given_you_a_wink
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_don_this_dress_and_throw_the_hood_over_your_face_i_will_smuggle_you_inside_the_castle_to_meet_her_in_the_guise_of_a_skullery_maid__the_guards_will_not_look_too_carefully_but_i_beg_you_for_all_of_our_sakes_be_discrete The_guards_glare_at_you,_and_you_know_better_than_to_ask_permission_to_enter._However,_as_you_walk_back_towards_your_lodgings,_an_elderly_lady_dressed_in_black_approaches_you._'I_am_{s11}'s_nurse,'_she_whispers_urgently._'Don_this_dress,_and_throw_the_hood_over_your_face._I_will_smuggle_you_inside_the_castle_to_meet_her_in_the_guise_of_a_scullery_maid_--_the_guards_will_not_look_too_carefully._But_I_beg_you,_for_all_of_our_sakes,_be_discreet!
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_wait_for_a_while_by_the_spring_outside_the_walls_i_will_smuggle_her_ladyship_out_to_meet_you_dressed_in_the_guise_of_a_shepherdess_but_i_beg_you_for_all_of_our_sakes_be_discrete The_guards_glare_at_you,_and_you_know_better_than_to_ask_permission_to_enter._However,_as_you_walk_back_towards_your_lodgings,_an_elderly_lady_dressed_in_black_approaches_you._'I_am_{s11}'s_nurse,'_she_whispers_urgently._'Wait_for_a_while_by_the_spring_outside_the_walls._I_will_smuggle_her_ladyship_out_to_meet_you,_dressed_in_the_guise_of_a_shepherdess._But_I_beg_you,_for_all_of_our_sakes,_be_discreet!
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_her_ladyship_asks_me_to_say_that_yearns_to_see_you_but_that_you_should_bide_your_time_a_bit_her_ladyship_says_that_to_arrange_a_clandestine_meeting_so_soon_after_your_last_encounter_would_be_too_dangerous The_guards_glare_at_you,_and_you_know_better_than_to_ask_permission_to_enter._However,_as_you_walk_back_towards_your_lodgings,_an_elderly_lady_dressed_in_black_approaches_you.^'I_am_{s11}'s_nurse,'_she_whispers_urgently._'Her_ladyship_asks_me_to_say_that_she_yearns_to_see_you,_but_that_you_should_bide_your_time_a_bit._Her_ladyship_says_that_to_arrange_a_clandestine_meeting_so_soon_after_your_last_encounter_would_be_too_dangerous.'
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter The_guards_glare_at_you,_and_you_know_better_than_to_ask_permission_to_enter.
str_s3_commander_of_party_reg4_which_is_not_his_troop_leaded_party_reg5 {!}{s3}_commander_of_party_#{reg4}_which_is_not_his_troop_leaded_party_{reg5}
str_party_with_commander_mismatch__check_log_for_details_ Party_with_commander_mismatch_-_check_log_for_details_
str_s4_adds_wealth_has_reg4_wealth_accumulated {!}{s4}_adds_wealth,_has_{reg4}_wealth_accumulated
str_doing_political_calculations_for_s9 Doing_political_calculations_for_{s9}
str_s9_does_not_have_a_fief {!}{s9}_does_not_have_a_fief
str_current_wealth_reg1 Current_wealth:_{reg1}
str_debug__attempting_to_spawn_s4 {!}DEBUG_:_Attempting_to_spawn_{s4}
str_debug__s0_is_spawning_around_party__s7 {!}DEBUG_:_{s0}_is_spawning_around_party_:_{s7}
str_no_trigger_noted {!}(No_trigger_noted
str_triggered_by_npc_is_quitting {!}(Triggered_by_NPC_is_quitting
